image,purifier,band_lo,band_hi,probe_rms,energy_ratio,cosine,cosine_vs_warped,warped_energy_ratio,centroid_in,centroid_out
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.55,0.7,0.01,0.37514,0.92422,0.96429,0.40783,0.6276,0.5874
task_obj_swap_joint_mask_276754,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_obj_swap_joint_mask_276754,crop_resize0.1,0.7,0.85,0.01,0.63053,6e-05,0.98079,0.6635,0.7772,0.6178
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.7,0.85,0.01,0.17418,0.81801,0.96569,0.18847,0.7772,0.7321
task_obj_swap_joint_mask_276754,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_obj_swap_joint_mask_276754,crop_resize0.1,0.85,1.05,0.01,0.4895,-0.00035,0.98137,0.51438,0.9479,0.7603
task_obj_swap_joint_mask_276754,resample_roundtrip410,0.85,1.05,0.01,0.07227,0.57345,0.96714,0.07779,0.9479,0.7781
task_obj_swap_joint_mask_276754,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_obj_swap_joint_mask_533428,crop_resize0.1,0.0,0.12,0.01,1.00207,0.01494,0.99821,1.00917,0.0805,0.068
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.0,0.12,0.01,0.99445,0.99878,0.99878,0.99937,0.0805,0.0817
task_obj_swap_joint_mask_533428,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_obj_swap_joint_mask_533428,crop_resize0.1,0.12,0.25,0.01,0.98767,0.00053,0.99797,0.99524,0.193,0.157
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.12,0.25,0.01,0.98117,0.99864,0.99869,0.98614,0.193,0.1936
task_obj_swap_joint_mask_533428,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_obj_swap_joint_mask_533428,crop_resize0.1,0.25,0.4,0.01,0.97153,-0.00314,0.99787,0.97914,0.3305,0.2666
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.25,0.4,0.01,0.90058,0.99769,0.99867,0.90494,0.3305,0.3298
task_obj_swap_joint_mask_533428,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_obj_swap_joint_mask_533428,crop_resize0.1,0.4,0.55,0.01,0.91659,0.00017,0.99789,0.92376,0.479,0.3852
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.4,0.55,0.01,0.68945,0.99062,0.99876,0.69254,0.479,0.4788
task_obj_swap_joint_mask_533428,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_obj_swap_joint_mask_533428,crop_resize0.1,0.55,0.7,0.01,0.79959,0.00142,0.99796,0.80564,0.6276,0.507
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.55,0.7,0.01,0.40627,0.95703,0.99886,0.40783,0.6276,0.6402
task_obj_swap_joint_mask_533428,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_obj_swap_joint_mask_533428,crop_resize0.1,0.7,0.85,0.01,0.65901,-7e-05,0.99812,0.6635,0.7772,0.641
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.7,0.85,0.01,0.18791,0.84592,0.99904,0.18847,0.7772,0.7951
task_obj_swap_joint_mask_533428,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_obj_swap_joint_mask_533428,crop_resize0.1,0.85,1.05,0.01,0.51101,-0.00012,0.99812,0.51438,0.9479,0.7885
task_obj_swap_joint_mask_533428,resample_roundtrip410,0.85,1.05,0.01,0.0776,0.59259,0.99914,0.07779,0.9479,0.8401
task_obj_swap_joint_mask_533428,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
task_obj_swap_rand_mask_417469,crop_resize0.1,0.0,0.12,0.01,0.98452,0.01521,0.99245,1.00917,0.0805,0.0668
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.0,0.12,0.01,0.97574,0.99254,0.99254,0.99937,0.0805,0.081
task_obj_swap_rand_mask_417469,shift_only51,0.0,0.12,0.01,0.99102,0.01142,1.00002,0.99102,0.0805,0.0819
task_obj_swap_rand_mask_417469,crop_resize0.1,0.12,0.25,0.01,0.97553,0.00015,0.99415,0.99524,0.193,0.1558
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.12,0.25,0.01,0.96625,0.99386,0.99391,0.98614,0.193,0.1925
task_obj_swap_rand_mask_417469,shift_only51,0.12,0.25,0.01,0.99533,-9e-05,1.00002,0.99533,0.193,0.1935
task_obj_swap_rand_mask_417469,crop_resize0.1,0.25,0.4,0.01,0.96099,-0.00287,0.99453,0.97914,0.3305,0.2651
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.25,0.4,0.01,0.88848,0.99353,0.99452,0.90494,0.3305,0.3284
task_obj_swap_rand_mask_417469,shift_only51,0.25,0.4,0.01,1.00083,0.01076,1.00001,1.00083,0.3305,0.3311
task_obj_swap_rand_mask_417469,crop_resize0.1,0.4,0.55,0.01,0.90691,0.00022,0.99466,0.92376,0.479,0.3835
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.4,0.55,0.01,0.68113,0.98697,0.99506,0.69254,0.479,0.4772
task_obj_swap_rand_mask_417469,shift_only51,0.4,0.55,0.01,1.00174,-0.00506,1.00002,1.00174,0.479,0.4799
task_obj_swap_rand_mask_417469,crop_resize0.1,0.55,0.7,0.01,0.79144,0.00161,0.99473,0.80564,0.6276,0.5051
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.55,0.7,0.01,0.40219,0.95411,0.99574,0.40783,0.6276,0.6383
task_obj_swap_rand_mask_417469,shift_only51,0.55,0.7,0.01,0.99617,0.00057,1.00002,0.99617,0.6276,0.628
task_obj_swap_rand_mask_417469,crop_resize0.1,0.7,0.85,0.01,0.65271,-3e-05,0.99522,0.6635,0.7772,0.639
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.7,0.85,0.01,0.18633,0.84379,0.99637,0.18847,0.7772,0.7931
task_obj_swap_rand_mask_417469,shift_only51,0.7,0.85,0.01,1.00022,-0.0054,1.00002,1.00022,0.7772,0.7776
task_obj_swap_rand_mask_417469,crop_resize0.1,0.85,1.05,0.01,0.50609,-0.00013,0.99514,0.51438,0.9479,0.7856
task_obj_swap_rand_mask_417469,resample_roundtrip410,0.85,1.05,0.01,0.0771,0.59117,0.99693,0.07779,0.9479,0.8382
task_obj_swap_rand_mask_417469,shift_only51,0.85,1.05,0.01,0.99681,0.00316,1.00002,0.99681,0.9479,0.9478
