image,purifier,band_lo,band_hi,probe_rms,energy_ratio,cosine,cosine_vs_warped,warped_energy_ratio,centroid_in,centroid_out
task_attr_mod_color_184837,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_attr_mod_color_184837,jpeg75,0.4,0.55,0.01,1.85271,0.23168,0.34917,0.49639,0.479,0.5753
task_attr_mod_color_184837,jpeg30,0.4,0.55,0.01,3.27734,0.11946,-0.10636,0.03929,0.479,0.5139
task_attr_mod_color_184837,crop_resize0.1,0.4,0.55,0.01,0.92204,7e-05,0.99946,0.92376,0.479,0.3844
task_attr_mod_color_184837,jpeg_then_resize75,0.4,0.55,0.01,0.70151,0.20399,0.36469,0.26432,0.479,0.3464
task_attr_mod_color_184837,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_attr_mod_color_184837,jpeg75,0.55,0.7,0.01,2.19188,0.16525,0.18416,0.15481,0.6276,0.6588
task_attr_mod_color_184837,jpeg30,0.55,0.7,0.01,3.31369,0.074,-0.1075,0.03845,0.6276,0.5806
task_attr_mod_color_184837,crop_resize0.1,0.55,0.7,0.01,0.8043,0.00142,0.99952,0.80564,0.6276,0.5066
task_attr_mod_color_184837,jpeg_then_resize75,0.55,0.7,0.01,0.50121,0.03947,0.22129,0.06281,0.6276,0.3085
task_attr_mod_color_184837,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_attr_mod_color_184837,jpeg75,0.7,0.85,0.01,2.34354,0.10782,0.12841,0.04302,0.7772,0.7316
task_attr_mod_color_184837,jpeg30,0.7,0.85,0.01,2.58579,0.0399,-0.11966,0.03845,0.7772,0.5953
task_attr_mod_color_184837,crop_resize0.1,0.7,0.85,0.01,0.66238,-7e-05,0.99952,0.6635,0.7772,0.641
task_attr_mod_color_184837,jpeg_then_resize75,0.7,0.85,0.01,0.45782,0.00186,0.28189,0.04016,0.7772,0.2796
task_attr_mod_color_184837,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_attr_mod_color_184837,jpeg75,0.85,1.05,0.01,1.8989,0.06873,0.14227,0.03854,0.9479,0.7594
task_attr_mod_color_184837,jpeg30,0.85,1.05,0.01,1.81808,0.01857,-0.14316,0.03845,0.9479,0.5502
task_attr_mod_color_184837,crop_resize0.1,0.85,1.05,0.01,0.51366,-0.00018,0.99956,0.51438,0.9479,0.7889
task_attr_mod_color_184837,jpeg_then_resize75,0.85,1.05,0.01,0.39712,0.0007,0.3094,0.03855,0.9479,0.2615
task_attr_mod_color_32648,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_attr_mod_color_32648,jpeg75,0.0,0.12,0.01,1.31688,0.78009,0.79263,1.1555,0.0805,0.1607
task_attr_mod_color_32648,jpeg30,0.0,0.12,0.01,1.64792,0.42243,0.45624,0.72031,0.0805,0.1704
task_attr_mod_color_32648,crop_resize0.1,0.0,0.12,0.01,1.00532,0.01527,0.9994,1.00917,0.0805,0.0665
task_attr_mod_color_32648,jpeg_then_resize75,0.0,0.12,0.01,1.28378,0.79134,0.7992,1.15409,0.0805,0.1197
task_attr_mod_color_32648,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_attr_mod_color_32648,jpeg75,0.12,0.25,0.01,0.96641,0.47709,0.70275,0.73684,0.193,0.2592
task_attr_mod_color_32648,jpeg30,0.12,0.25,0.01,1.10825,0.23375,0.39251,0.51058,0.193,0.2505
task_attr_mod_color_32648,crop_resize0.1,0.12,0.25,0.01,0.99021,-0.00026,0.99901,0.99524,0.193,0.156
task_attr_mod_color_32648,jpeg_then_resize75,0.12,0.25,0.01,0.95011,0.49497,0.71808,0.76726,0.193,0.2109
task_attr_mod_color_32648,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_attr_mod_color_32648,jpeg75,0.25,0.4,0.01,0.78818,0.34853,0.69217,0.5684,0.3305,0.364
task_attr_mod_color_32648,jpeg30,0.25,0.4,0.01,0.85214,0.1157,0.117,0.15198,0.3305,0.3035
task_attr_mod_color_32648,crop_resize0.1,0.25,0.4,0.01,0.97462,-0.00314,0.9991,0.97914,0.3305,0.2657
task_attr_mod_color_32648,jpeg_then_resize75,0.25,0.4,0.01,0.68797,0.36587,0.70589,0.53476,0.3305,0.3005
task_attr_mod_color_32648,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_attr_mod_color_32648,jpeg75,0.4,0.55,0.01,0.8007,0.27166,0.60272,0.49639,0.479,0.4732
task_attr_mod_color_32648,jpeg30,0.4,0.55,0.01,0.61296,0.03758,-0.21759,0.03929,0.479,0.309
task_attr_mod_color_32648,crop_resize0.1,0.4,0.55,0.01,0.92018,9e-05,0.99932,0.92376,0.479,0.3844
task_attr_mod_color_32648,jpeg_then_resize75,0.4,0.55,0.01,0.4285,0.21288,0.50363,0.26432,0.479,0.3326
task_attr_mod_color_32648,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_attr_mod_color_32648,jpeg75,0.55,0.7,0.01,0.53653,0.12135,0.40534,0.15481,0.6276,0.5107
task_attr_mod_color_32648,jpeg30,0.55,0.7,0.01,0.53931,0.01765,-0.23452,0.03845,0.6276,0.3123
task_attr_mod_color_32648,crop_resize0.1,0.55,0.7,0.01,0.80273,0.00146,0.99927,0.80564,0.6276,0.5066
task_attr_mod_color_32648,jpeg_then_resize75,0.55,0.7,0.01,0.24204,0.02164,0.32148,0.06281,0.6276,0.2455
task_attr_mod_color_32648,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_attr_mod_color_32648,jpeg75,0.7,0.85,0.01,0.37028,0.04056,0.27675,0.04302,0.7772,0.495
task_attr_mod_color_32648,jpeg30,0.7,0.85,0.01,0.50147,0.0076,-0.24815,0.03845,0.7772,0.2962
task_attr_mod_color_32648,crop_resize0.1,0.7,0.85,0.01,0.66142,-3e-05,0.99937,0.6635,0.7772,0.6409
task_attr_mod_color_32648,jpeg_then_resize75,0.7,0.85,0.01,0.20191,0.00487,0.36156,0.04016,0.7772,0.2104
task_attr_mod_color_32648,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_attr_mod_color_32648,jpeg75,0.85,1.05,0.01,0.28303,0.02146,0.31507,0.03854,0.9479,0.4449
task_attr_mod_color_32648,jpeg30,0.85,1.05,0.01,0.42613,0.00517,-0.27928,0.03845,0.9479,0.2358
task_attr_mod_color_32648,crop_resize0.1,0.85,1.05,0.01,0.51302,-0.00018,0.99945,0.51438,0.9479,0.7887
task_attr_mod_color_32648,jpeg_then_resize75,0.85,1.05,0.01,0.18037,0.00079,0.39369,0.03855,0.9479,0.1928
task_attr_mod_color_6205,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_attr_mod_color_6205,jpeg75,0.0,0.12,0.01,1.63989,0.72525,0.69549,1.1555,0.0805,0.2111
task_attr_mod_color_6205,jpeg30,0.0,0.12,0.01,2.58112,0.42129,0.33034,0.72031,0.0805,0.2126
task_attr_mod_color_6205,crop_resize0.1,0.0,0.12,0.01,1.00514,0.01527,0.99892,1.00917,0.0805,0.0669
task_attr_mod_color_6205,jpeg_then_resize75,0.0,0.12,0.01,1.52889,0.75068,0.71805,1.15409,0.0805,0.1221
task_attr_mod_color_6205,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_attr_mod_color_6205,jpeg75,0.12,0.25,0.01,1.50745,0.44883,0.53214,0.73684,0.193,0.3004
task_attr_mod_color_6205,jpeg30,0.12,0.25,0.01,2.02352,0.23206,0.26884,0.51058,0.193,0.2958
task_attr_mod_color_6205,crop_resize0.1,0.12,0.25,0.01,0.99058,0.00016,0.99877,0.99524,0.193,0.1562
task_attr_mod_color_6205,jpeg_then_resize75,0.12,0.25,0.01,1.39651,0.47621,0.56164,0.76726,0.193,0.2089
task_attr_mod_color_6205,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_attr_mod_color_6205,jpeg75,0.25,0.4,0.01,1.17145,0.30747,0.55495,0.5684,0.3305,0.3947
task_attr_mod_color_6205,jpeg30,0.25,0.4,0.01,1.6301,0.14115,0.07434,0.15198,0.3305,0.3742
task_attr_mod_color_6205,crop_resize0.1,0.25,0.4,0.01,0.97413,-0.00311,0.99865,0.97914,0.3305,0.2658
task_attr_mod_color_6205,jpeg_then_resize75,0.25,0.4,0.01,0.95378,0.32976,0.59094,0.53476,0.3305,0.297
task_attr_mod_color_6205,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_attr_mod_color_6205,jpeg75,0.4,0.55,0.01,1.16292,0.24935,0.47861,0.49639,0.479,0.4988
task_attr_mod_color_6205,jpeg30,0.4,0.55,0.01,1.42395,0.07634,-0.15579,0.03929,0.479,0.4258
task_attr_mod_color_6205,crop_resize0.1,0.4,0.55,0.01,0.91988,-4e-05,0.99894,0.92376,0.479,0.3845
task_attr_mod_color_6205,jpeg_then_resize75,0.4,0.55,0.01,0.58907,0.19563,0.42054,0.26432,0.479,0.3291
task_attr_mod_color_6205,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_attr_mod_color_6205,jpeg75,0.55,0.7,0.01,0.9948,0.13501,0.30377,0.15481,0.6276,0.5651
task_attr_mod_color_6205,jpeg30,0.55,0.7,0.01,1.12832,0.03587,-0.17533,0.03845,0.6276,0.4377
task_attr_mod_color_6205,crop_resize0.1,0.55,0.7,0.01,0.80207,0.00133,0.99878,0.80564,0.6276,0.5067
task_attr_mod_color_6205,jpeg_then_resize75,0.55,0.7,0.01,0.39549,0.02681,0.28281,0.06281,0.6276,0.2614
task_attr_mod_color_6205,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_attr_mod_color_6205,jpeg75,0.7,0.85,0.01,0.83653,0.06144,0.21752,0.04302,0.7772,0.5946
task_attr_mod_color_6205,jpeg30,0.7,0.85,0.01,0.94035,0.01655,-0.19902,0.03845,0.7772,0.4077
task_attr_mod_color_6205,crop_resize0.1,0.7,0.85,0.01,0.66091,-6e-05,0.99894,0.6635,0.7772,0.641
task_attr_mod_color_6205,jpeg_then_resize75,0.7,0.85,0.01,0.36818,0.00236,0.31894,0.04016,0.7772,0.233
task_attr_mod_color_6205,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_attr_mod_color_6205,jpeg75,0.85,1.05,0.01,0.61788,0.03238,0.25542,0.03854,0.9479,0.5593
task_attr_mod_color_6205,jpeg30,0.85,1.05,0.01,0.80789,0.00884,-0.2113,0.03845,0.9479,0.3649
task_attr_mod_color_6205,crop_resize0.1,0.85,1.05,0.01,0.51256,-0.00021,0.999,0.51438,0.9479,0.7888
task_attr_mod_color_6205,jpeg_then_resize75,0.85,1.05,0.01,0.31477,0.00046,0.35642,0.03855,0.9479,0.2142
task_env_weather_112463,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_env_weather_112463,jpeg75,0.0,0.12,0.01,1.67489,0.72544,0.66961,1.1555,0.0805,0.1954
task_env_weather_112463,jpeg30,0.0,0.12,0.01,2.78449,0.43326,0.32341,0.72031,0.0805,0.2068
task_env_weather_112463,crop_resize0.1,0.0,0.12,0.01,1.00823,0.01529,0.99979,1.00917,0.0805,0.0664
task_env_weather_112463,jpeg_then_resize75,0.0,0.12,0.01,1.59853,0.74332,0.68592,1.15409,0.0805,0.1307
task_env_weather_112463,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_env_weather_112463,jpeg75,0.12,0.25,0.01,1.45932,0.45998,0.51622,0.73684,0.193,0.2841
task_env_weather_112463,jpeg30,0.12,0.25,0.01,2.3059,0.23858,0.22837,0.51058,0.193,0.2894
task_env_weather_112463,crop_resize0.1,0.12,0.25,0.01,0.99416,0.0001,0.99973,0.99524,0.193,0.1558
task_env_weather_112463,jpeg_then_resize75,0.12,0.25,0.01,1.37556,0.48276,0.54393,0.76726,0.193,0.2164
task_env_weather_112463,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_env_weather_112463,jpeg75,0.25,0.4,0.01,1.16801,0.31124,0.53479,0.5684,0.3305,0.3902
task_env_weather_112463,jpeg30,0.25,0.4,0.01,1.91844,0.17276,0.05421,0.15198,0.3305,0.3635
task_env_weather_112463,crop_resize0.1,0.25,0.4,0.01,0.97822,-0.00316,0.99973,0.97914,0.3305,0.2655
task_env_weather_112463,jpeg_then_resize75,0.25,0.4,0.01,0.95122,0.33247,0.57902,0.53476,0.3305,0.3037
task_env_weather_112463,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
task_env_weather_112463,jpeg75,0.4,0.55,0.01,1.17943,0.25564,0.4405,0.49639,0.479,0.4867
task_env_weather_112463,jpeg30,0.4,0.55,0.01,1.50146,0.08101,-0.16024,0.03929,0.479,0.3945
task_env_weather_112463,crop_resize0.1,0.4,0.55,0.01,0.92278,2e-05,0.99972,0.92376,0.479,0.3844
task_env_weather_112463,jpeg_then_resize75,0.4,0.55,0.01,0.63428,0.19393,0.36925,0.26432,0.479,0.3376
task_env_weather_112463,blur1,0.55,0.7,0.01,0.02361,0.95766,1.00001,0.02361,0.6276,0.6031
task_env_weather_112463,jpeg75,0.55,0.7,0.01,0.94086,0.14381,0.28119,0.15481,0.6276,0.5383
task_env_weather_112463,jpeg30,0.55,0.7,0.01,0.99931,0.02805,-0.19553,0.03845,0.6276,0.3603
task_env_weather_112463,crop_resize0.1,0.55,0.7,0.01,0.80483,0.00145,0.9997,0.80564,0.6276,0.5066
task_env_weather_112463,jpeg_then_resize75,0.55,0.7,0.01,0.44037,0.03048,0.23124,0.06281,0.6276,0.2873
task_env_weather_112463,blur1,0.7,0.85,0.01,0.00331,0.93105,1.00001,0.00331,0.7772,0.7379
task_env_weather_112463,jpeg75,0.7,0.85,0.01,0.6675,0.05417,0.23233,0.04302,0.7772,0.501
task_env_weather_112463,jpeg30,0.7,0.85,0.01,0.91562,0.0147,-0.20495,0.03845,0.7772,0.346
task_env_weather_112463,crop_resize0.1,0.7,0.85,0.01,0.66291,-6e-05,0.99974,0.6635,0.7772,0.641
task_env_weather_112463,jpeg_then_resize75,0.7,0.85,0.01,0.40962,0.00158,0.28978,0.04016,0.7772,0.2586
task_env_weather_112463,blur1,0.85,1.05,0.01,0.00028,0.88421,1.00001,0.00028,0.9479,0.875
task_env_weather_112463,jpeg75,0.85,1.05,0.01,0.52535,0.02827,0.26001,0.03854,0.9479,0.4631
task_env_weather_112463,jpeg30,0.85,1.05,0.01,0.77759,0.00866,-0.22609,0.03845,0.9479,0.3213
task_env_weather_112463,crop_resize0.1,0.85,1.05,0.01,0.51388,-0.00023,0.99969,0.51438,0.9479,0.7889
task_env_weather_112463,jpeg_then_resize75,0.85,1.05,0.01,0.36241,0.00088,0.31271,0.03855,0.9479,0.2468
task_env_weather_246440,blur1,0.0,0.12,0.01,0.93294,0.99973,1.00001,0.93294,0.0805,0.0794
task_env_weather_246440,jpeg75,0.0,0.12,0.01,2.3094,0.58618,0.51769,1.1555,0.0805,0.4819
task_env_weather_246440,jpeg30,0.0,0.12,0.01,4.02205,0.39284,0.2324,0.72031,0.0805,0.4022
task_env_weather_246440,crop_resize0.1,0.0,0.12,0.01,0.96745,0.01527,0.98731,1.00917,0.0805,0.0744
task_env_weather_246440,jpeg_then_resize75,0.0,0.12,0.01,1.65858,0.67806,0.59978,1.15409,0.0805,0.148
task_env_weather_246440,blur1,0.12,0.25,0.01,0.69303,0.99731,1.00001,0.69303,0.193,0.1885
task_env_weather_246440,jpeg75,0.12,0.25,0.01,2.48714,0.38938,0.3428,0.73684,0.193,0.5334
task_env_weather_246440,jpeg30,0.12,0.25,0.01,3.63651,0.22597,0.16066,0.51058,0.193,0.4308
task_env_weather_246440,crop_resize0.1,0.12,0.25,0.01,0.95294,0.00055,0.98687,0.99524,0.193,0.1617
task_env_weather_246440,jpeg_then_resize75,0.12,0.25,0.01,1.76008,0.45955,0.40866,0.76726,0.193,0.2283
task_env_weather_246440,blur1,0.25,0.4,0.01,0.34962,0.98927,1.00001,0.34962,0.3305,0.3193
task_env_weather_246440,jpeg75,0.25,0.4,0.01,2.05994,0.24403,0.36005,0.5684,0.3305,0.5724
task_env_weather_246440,jpeg30,0.25,0.4,0.01,3.55632,0.16032,0.03612,0.15198,0.3305,0.49
task_env_weather_246440,crop_resize0.1,0.25,0.4,0.01,0.93877,-0.00286,0.98706,0.97914,0.3305,0.27
task_env_weather_246440,jpeg_then_resize75,0.25,0.4,0.01,1.21509,0.29818,0.45497,0.53476,0.3305,0.3134
task_env_weather_246440,blur1,0.4,0.55,0.01,0.11166,0.97668,1.00001,0.11166,0.479,0.4626
