source,kind,strength,level,niqe,musiq,clipiqa,topiq_nr
car_00,jpeg,30,3,3.544414464948472,72.71731567382812,0.5038359761238098,0.5320211052894592
car_00,jpeg,10,4,5.567564485924171,56.66507339477539,0.23328493535518646,0.3685101866722107
car_00,noise,0.02,1,3.94941096631922,75.31380462646484,0.605997622013092,0.6378158926963806
car_00,noise,0.05,2,5.5322541180935545,64.71932220458984,0.4586099684238434,0.4944494664669037
car_00,noise,0.1,3,8.085159236706025,52.829647064208984,0.2639618217945099,0.36622387170791626
car_00,noise,0.2,4,13.79274808856332,41.67027282714844,0.26686856150627136,0.2411733865737915
car_00,quantize,64,1,3.023006496274916,77.2021484375,0.6185995936393738,0.785085141658783
car_00,quantize,16,2,4.228415043334017,76.3682632446289,0.49784421920776367,0.707409679889679
car_00,quantize,8,3,6.143240551634577,75.70926666259766,0.43724557757377625,0.6703599095344543
car_00,quantize,4,4,10.326625803098498,67.4731216430664,0.3312452733516693,0.6240035891532898
car_01,none,0.0,0,2.306117764724139,66.23798370361328,0.5192288756370544,0.4851267635822296
car_01,blur,0.5,1,2.9740703548460528,61.98508071899414,0.44681110978126526,0.4224908649921417
car_01,blur,1.0,2,5.303675831366606,43.28338623046875,0.3720209300518036,0.268534392118454
car_01,blur,2.0,3,7.314631541040448,28.08013343811035,0.3398091793060303,0.1414278745651245
car_01,blur,4.0,4,10.599809146702563,20.480192184448242,0.4268589913845062,0.09035313874483109
car_01,jpeg,80,1,1.8936348557962595,64.82977294921875,0.47656044363975525,0.458111435174942
car_01,jpeg,50,2,2.4835147295868008,61.85449981689453,0.4346972405910492,0.3992488384246826
car_01,jpeg,30,3,3.1234379344242305,57.63933181762695,0.3374527394771576,0.3712369203567505
car_01,jpeg,10,4,5.349909375146672,49.55735397338867,0.14412038028240204,0.2981715500354767
car_01,noise,0.02,1,3.4871558235676523,61.614295959472656,0.4866327941417694,0.3764801621437073
car_01,noise,0.05,2,6.788222407151348,55.69053649902344,0.2886182367801666,0.28300783038139343
car_01,noise,0.1,3,9.474459698529037,46.57062911987305,0.19359628856182098,0.23839864134788513
car_01,noise,0.2,4,13.50566053302449,36.331825256347656,0.33737215399742126,0.18328127264976501
car_01,quantize,64,1,2.389251664125905,66.38304138183594,0.42392197251319885,0.47536519169807434
car_01,quantize,16,2,3.9342033204113758,60.70362854003906,0.2987796366214752,0.4209062159061432
car_01,quantize,8,3,6.547412911631463,57.62598419189453,0.21776337921619415,0.3931937515735626
car_01,quantize,4,4,10.487255846952744,63.70948028564453,0.3768828809261322,0.3884924054145813
dog_00,none,0.0,0,4.606499782419415,68.89058685302734,0.7269641160964966,0.5484612584114075
dog_00,blur,0.5,1,4.545345711050103,65.97360229492188,0.5167990922927856,0.49298718571662903
dog_00,blur,1.0,2,6.142919692014311,56.300140380859375,0.5357787013053894,0.3381252884864807
dog_00,blur,2.0,3,8.37578292354486,28.2603759765625,0.5644036531448364,0.21087417006492615
dog_00,blur,4.0,4,10.616398431251527,16.446590423583984,0.5448203086853027,0.12323040515184402
dog_00,jpeg,80,1,3.155971221374037,69.72306060791016,0.6707968711853027,0.5760540962219238
dog_00,jpeg,50,2,3.9242756500336085,68.72014617919922,0.6248869895935059,0.5061870217323303
dog_00,jpeg,30,3,4.718735399237097,67.34070587158203,0.6002204418182373,0.45631176233291626
dog_00,jpeg,10,4,7.093505431951568,53.701995849609375,0.2690483629703522,0.34603527188301086
dog_00,noise,0.02,1,5.2904024653300405,68.70964050292969,0.6793441772460938,0.4562901258468628
dog_00,noise,0.05,2,7.866285648363268,65.70841217041016,0.5984377264976501,0.32771024107933044
dog_00,noise,0.1,3,10.417140544813135,59.27259063720703,0.582573413848877,0.2551437318325043
dog_00,noise,0.2,4,15.004049933563065,37.06063461303711,0.5266680121421814,0.20607292652130127
dog_00,quantize,64,1,4.645082933899228,67.7165756225586,0.8408247232437134,0.5331858992576599
dog_00,quantize,16,2,5.8685967613839605,68.75906372070312,0.6033498644828796,0.4436953365802765
dog_00,quantize,8,3,7.11769381947225,70.53660583496094,0.5613126158714294,0.4425067603588104
dog_00,quantize,4,4,12.870527053116597,64.49823760986328,0.3770841658115387,0.45004794001579285
dog_01,none,0.0,0,3.0099016782803973,69.61304473876953,0.5396197438240051,0.5367648601531982
dog_01,blur,0.5,1,3.4939784579014193,66.83576202392578,0.46516305208206177,0.4488529860973358
dog_01,blur,1.0,2,5.268688140104733,56.662086486816406,0.43201780319213867,0.284178227186203
dog_01,blur,2.0,3,7.3044142203009494,39.09268569946289,0.3407551050186157,0.17415866255760193
dog_01,blur,4.0,4,10.576873211025113,17.36699104309082,0.3407145142555237,0.10011978447437286
dog_01,jpeg,80,1,2.803415859874318,68.12185668945312,0.603454053401947,0.4847792088985443
dog_01,jpeg,50,2,4.042886078348258,66.00458526611328,0.5139307975769043,0.44252869486808777
dog_01,jpeg,30,3,4.445452515471584,61.618446350097656,0.406125545501709,0.38238760828971863
dog_01,jpeg,10,4,7.082443683403848,45.94859313964844,0.1820429116487503,0.2805587351322174
dog_01,noise,0.02,1,4.814856481931288,65.652587890625,0.6210290789604187,0.40523168444633484
dog_01,noise,0.05,2,7.942587040903293,57.817134857177734,0.4757818281650543,0.30918756127357483
dog_01,noise,0.1,3,10.538481723801217,47.660404205322266,0.47098207473754883,0.20713672041893005
dog_01,noise,0.2,4,15.601589177074946,32.45598220825195,0.3783162534236908,0.1362575888633728
dog_01,quantize,64,1,3.0270573228202733,69.11724090576172,0.6002702116966248,0.5192409157752991
dog_01,quantize,16,2,3.6620100509989633,63.197689056396484,0.5582835674285889,0.47696107625961304
dog_01,quantize,8,3,6.200158688460035,54.2564582824707,0.47290468215942383,0.43513187766075134
dog_01,quantize,4,4,14.167219838057031,48.90165710449219,0.416130930185318,0.35852834582328796
person_00,none,0.0,0,4.314518395337668,64.43914794921875,0.6594110727310181,0.4493001401424408
person_00,blur,0.5,1,4.827629218642976,60.59567642211914,0.5255197882652283,0.3903766870498657
person_00,blur,1.0,2,6.502338154727607,45.92890930175781,0.4149602949619293,0.2444693148136139
person_00,blur,2.0,3,8.331159531120836,25.344219207763672,0.34044352173805237,0.16004925966262817
person_00,blur,4.0,4,11.488300597198005,16.9403018951416,0.28338727355003357,0.10911158472299576
person_00,jpeg,80,1,4.60912267121575,61.59733581542969,0.5703391432762146,0.40643540024757385
person_00,jpeg,50,2,5.315524504041072,59.54845428466797,0.540690541267395,0.3607088029384613
person_00,jpeg,30,3,5.83659762154862,54.760215759277344,0.5138824582099915,0.3340020775794983
person_00,jpeg,10,4,7.188745086247877,34.45864486694336,0.18888908624649048,0.24914106726646423
person_00,noise,0.02,1,6.173742905334969,60.17686080932617,0.5717820525169373,0.3059947192668915
person_00,noise,0.05,2,9.269839724116515,43.897090911865234,0.4202704131603241,0.2169325053691864
person_00,noise,0.1,3,11.97476378521752,30.028547286987305,0.40121135115623474,0.1804155707359314
person_00,noise,0.2,4,16.49778623240791,25.453311920166016,0.36963343620300293,0.15998226404190063
person_00,quantize,64,1,4.440650876734893,64.47115325927734,0.6618853807449341,0.434273362159729
person_00,quantize,16,2,5.528839241591014,61.256813049316406,0.4997132420539856,0.35235944390296936
person_00,quantize,8,3,6.821007783328659,53.453521728515625,0.4651666581630707,0.3244960606098175
person_00,quantize,4,4,12.545467831674907,52.350372314453125,0.36228078603744507,0.3770487308502197
person_01,none,0.0,0,4.3792202494697,73.8153076171875,0.7970276474952698,0.6697046160697937
person_01,blur,0.5,1,3.745492948358562,71.16779327392578,0.6972853541374207,0.590551495552063
person_01,blur,1.0,2,5.766222992404586,58.96380615234375,0.6208054423332214,0.4093182384967804
person_01,blur,2.0,3,8.454308246298252,32.599273681640625,0.4824347198009491,0.2280186414718628
person_01,blur,4.0,4,11.139358996877764,16.694284439086914,0.3409240245819092,0.08536504954099655
person_01,jpeg,80,1,3.248453938417878,71.73942565917969,0.7395858764648438,0.5950157046318054
person_01,jpeg,50,2,4.2313580282358085,69.2325668334961,0.7165325284004211,0.531902015209198
person_01,jpeg,30,3,5.324289400918416,65.06755828857422,0.6496179103851318,0.4824437201023102
person_01,jpeg,10,4,9.428532502124781,45.245445251464844,0.16379928588867188,0.29778483510017395
person_01,noise,0.02,1,6.362810175869156,68.8445816040039,0.8217918276786804,0.4952637255191803
person_01,noise,0.05,2,9.683741402598057,55.38311004638672,0.7010686993598938,0.3263826072216034
person_01,noise,0.1,3,13.948734237999746,46.05845260620117,0.544873833656311,0.2269856333732605
person_01,noise,0.2,4,17.903047631411354,26.88302993774414,0.4568060040473938,0.1777176558971405
person_01,quantize,64,1,4.681266357743335,73.55086517333984,0.824628472328186,0.6504402160644531
person_01,quantize,16,2,6.361358268654509,70.6244125366211,0.7140474915504456,0.5664724111557007
person_01,quantize,8,3,9.449302266365622,66.67510223388672,0.5792984962463379,0.5027037262916565
person_01,quantize,4,4,13.463782742809476,62.26177215576172,0.49624010920524597,0.5243237018585205
