image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_13726,phase_rand,instruct-pix2pix,Add subscribe button,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.10235,0.93996,28.18,0.50173,0.09519,0.15716,0.83384,23.077,0.29927,0.08712,0.38084,0.03899,69.8
task_obj_add_340466,phase_rand,instruct-pix2pix,Add orange juice,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.10818,0.96514,30.504,0.61295,0.10083,0.20309,0.85154,16.89,0.43097,0.13321,0.40344,0.02984,70.1
task_obj_add_40931,phase_rand,instruct-pix2pix,Add the blood on snout,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.13261,0.92965,27.228,0.49706,0.0733,0.19322,0.84994,22.405,0.3439,0.1123,0.41379,0.04351,70.3
task_obj_add_581286,phase_rand,instruct-pix2pix,Add sauce,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.04732,0.97969,37.2,0.75959,0.03922,0.07263,0.95498,33.295,0.63722,0.03719,0.28204,0.0138,70.2
task_obj_add_692065,phase_rand,instruct-pix2pix,Add monk,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.05872,0.9643,29.123,0.68006,0.05073,0.08644,0.92114,25.417,0.57256,0.04777,0.40648,0.03498,69.9
task_obj_remove_10197,phase_rand,instruct-pix2pix,Remove gravel path,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.09708,0.94399,27.131,0.58109,0.05736,0.18502,0.77478,21.582,0.23564,0.10283,0.4385,0.044,70.0
task_obj_remove_257910,phase_rand,instruct-pix2pix,Remove bracelet,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.0619,0.97651,34.91,0.71116,0.04793,0.09587,0.94659,30.327,0.51635,0.0436,0.30412,0.01797,70.3
task_obj_remove_380621,phase_rand,instruct-pix2pix,Remove iceberg,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.08573,0.96122,29.992,0.64462,0.06596,0.1293,0.87964,22.761,0.44554,0.06673,0.50343,0.03165,70.2
task_obj_remove_509477,phase_rand,instruct-pix2pix,Remove the man with glasses,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.11343,0.93782,27.357,0.50968,0.07927,0.14701,0.8671,23.45,0.36701,0.06721,0.40474,0.04287,69.8
task_obj_remove_657585,phase_rand,instruct-pix2pix,Remove frisbee,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.05341,0.98415,38.506,0.80668,0.04245,0.21904,0.86215,22.687,0.64963,0.15088,0.17098,0.01188,70.4
task_obj_swap_joint_mask_276754,phase_rand,instruct-pix2pix,Replace the satellite dish with rocket,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.17796,0.8992,27.386,0.36705,0.08868,0.0573,0.95712,26.936,0.42953,0.10131,0.40642,0.04273,70.3
task_obj_swap_joint_mask_533428,phase_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.11228,0.93087,26.57,0.49944,0.08902,0.24815,0.73564,17.094,0.33099,0.1176,0.48352,0.04693,70.3
task_obj_swap_joint_mask_75733,phase_rand,instruct-pix2pix,Replace the snowy landscape with sea,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.08878,0.96249,34.256,0.59286,0.09157,0.1323,0.90826,28.399,0.38833,0.10006,0.30852,0.01937,69.9
task_obj_swap_rand_mask_298147,phase_rand,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.19962,0.90566,27.094,0.45001,0.1023,0.24095,0.78377,21.259,0.26076,0.09974,0.56033,0.04419,70.1
task_obj_swap_rand_mask_417469,phase_rand,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.3,False,0.0,100,7.5,1.5,20260812,False,0.11233,0.94097,28.76,0.53561,0.06419,0.13867,0.86619,24.142,0.40885,0.06646,0.45908,0.03648,70.5
