image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.19411,0.94863,26.721,0.56103,0.07018,0.40801,0.47211,14.358,0.08234,0.24076,0.48302,0.04613,36.2
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.1917,0.94721,32.431,0.57349,0.09739,0.2325,0.88654,27.839,0.38364,0.1014,0.2853,0.0239,36.3
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.18404,0.95396,30.563,0.57914,0.10683,0.25095,0.8054,21.93,0.34333,0.11426,0.51896,0.02964,36.3
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.15183,0.91397,24.98,0.46008,0.06145,0.19943,0.80191,21.599,0.3085,0.07692,0.56403,0.05637,36.3
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.1084,0.96088,34.824,0.6547,0.0733,0.29543,0.81379,21.2,0.5455,0.19017,0.19518,0.01815,36.4
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.3274,0.93218,29.084,0.41987,0.09226,0.17448,0.81217,21.615,0.2773,0.19805,0.39144,0.03514,36.2
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.14254,0.9344,26.846,0.48789,0.05365,0.21728,0.7951,20.967,0.3141,0.11571,0.47494,0.04547,36.3
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.26461,0.90776,29.374,0.40864,0.13957,0.31259,0.81314,23.37,0.25475,0.18342,0.4181,0.03399,36.3
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.24639,0.93252,28.595,0.50766,0.0865,0.33794,0.7008,20.266,0.23482,0.15103,0.47698,0.03717,36.3
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.6,False,0.0,0.06,100,7.5,1.5,20260812,False,0.12307,0.95443,30.314,0.56696,0.05784,0.15815,0.84837,23.769,0.39444,0.07426,0.41851,0.0305,36.3
