image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.20039,0.96885,29.109,0.62622,0.02824,0.44863,0.44608,14.616,0.07252,0.25155,0.42983,0.03504,37.2
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.12735,0.9871,37.52,0.76283,0.02352,0.14767,0.92183,28.984,0.47532,0.05928,0.26723,0.0133,37.3
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.14247,0.97722,32.188,0.68895,0.05677,0.22012,0.80935,21.754,0.40948,0.13364,0.42501,0.02458,37.3
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.15147,0.96288,29.605,0.56951,0.05987,0.21163,0.81199,22.248,0.34471,0.10652,0.34816,0.0331,37.2
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.05858,0.99139,41.418,0.8561,0.02364,0.22438,0.85128,21.917,0.66734,0.14782,0.12764,0.00849,37.6
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.32093,0.93764,29.624,0.42504,0.05968,0.33819,0.77552,18.335,0.17185,0.22721,0.30284,0.03302,37.7
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.16243,0.96176,29.143,0.5636,0.05246,0.34799,0.64827,16.965,0.23345,0.18177,0.39726,0.0349,38.0
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.18489,0.97759,36.723,0.64967,0.04506,0.28457,0.80863,18.607,0.3546,0.20319,0.2321,0.01458,38.2
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.27387,0.9413,29.87,0.51799,0.07515,0.4094,0.63967,19.703,0.22298,0.2173,0.48235,0.0321,38.3
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.8,False,0.0,0.12,0,32,latent_norm,0.0,none,100,7.5,1.5,20260812,False,0.1439,0.96953,32.005,0.60983,0.03552,0.20025,0.83391,23.531,0.3926,0.0855,0.38926,0.02511,65.9
