image,condition,purifier,band_lo,band_hi,rho,systematic_bias,inst_mag,surv_mag
task_attr_mod_color_136767,ours_ph_q,blur2,0.85,1.05,0.47221,-0.00013,0.82695,0.65386
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.0,0.12,0.99852,-0.00018,0.00445,0.01046
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.12,0.25,0.86059,-0.00306,0.11532,0.31592
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.25,0.4,0.74221,0.00315,0.19754,0.4931
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.4,0.55,0.59427,0.00321,0.27847,0.69664
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.55,0.7,0.41278,-0.0001,0.42866,0.92575
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.7,0.85,0.2633,0.00525,0.62303,1.10787
task_attr_mod_color_136767,ours_ph_q,crop_resize0.1,0.85,1.05,0.19822,0.01813,0.82695,1.1418
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.0,0.12,0.99777,0.00021,0.00445,0.01582
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.12,0.25,0.8373,0.00189,0.11532,0.35227
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.25,0.4,0.69389,-0.00217,0.19754,0.56639
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.4,0.55,0.50734,0.00511,0.27847,0.83128
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.55,0.7,0.32736,-0.01331,0.42866,1.06084
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.7,0.85,0.22067,0.00098,0.62303,1.1757
task_attr_mod_color_136767,ours_ph_q,crop_resize0.15,0.85,1.05,0.18522,-0.01825,0.82695,1.15879
task_attr_mod_color_184837,ours_ph_q,identity,0.0,0.12,1.0,0.0,0.00588,0.00588
task_attr_mod_color_184837,ours_ph_q,identity,0.12,0.25,1.0,0.0,0.12409,0.12409
task_attr_mod_color_184837,ours_ph_q,identity,0.25,0.4,1.0,0.0,0.18362,0.18362
task_attr_mod_color_184837,ours_ph_q,identity,0.4,0.55,1.0,0.0,0.2469,0.2469
task_attr_mod_color_184837,ours_ph_q,identity,0.55,0.7,1.0,0.0,0.35866,0.35866
task_attr_mod_color_184837,ours_ph_q,identity,0.7,0.85,1.0,0.0,0.52913,0.52913
task_attr_mod_color_184837,ours_ph_q,identity,0.85,1.05,1.0,0.0,0.70824,0.70824
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.0,0.12,0.99994,-6e-05,0.00588,0.00773
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.12,0.25,0.99098,8e-05,0.12409,0.13359
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.25,0.4,0.98142,7e-05,0.18362,0.19011
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.4,0.55,0.96267,-0.00027,0.2469,0.28227
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.55,0.7,0.8997,-0.00043,0.35866,0.45913
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.7,0.85,0.76457,0.00546,0.52913,0.73495
task_attr_mod_color_184837,ours_ph_q,jpeg75,0.85,1.05,0.53466,0.00453,0.70824,1.04486
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.0,0.12,0.99991,1e-05,0.00588,0.00804
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.12,0.25,0.98893,0.00013,0.12409,0.13364
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.25,0.4,0.97241,0.00012,0.18362,0.20319
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.4,0.55,0.92553,-0.00189,0.2469,0.32865
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.55,0.7,0.79931,-0.00294,0.35866,0.55744
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.7,0.85,0.56478,-0.01782,0.52913,0.87666
task_attr_mod_color_184837,ours_ph_q,jpeg50,0.85,1.05,0.30353,-0.00392,0.70824,1.15421
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.0,0.12,0.99984,-3e-05,0.00588,0.00925
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.12,0.25,0.98421,0.00014,0.12409,0.14424
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.25,0.4,0.95593,-0.00046,0.18362,0.23109
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.4,0.55,0.87652,-0.00452,0.2469,0.39389
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.55,0.7,0.70412,-0.00142,0.35866,0.64808
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.7,0.85,0.44974,-0.02103,0.52913,0.94621
task_attr_mod_color_184837,ours_ph_q,jpeg30,0.85,1.05,0.28108,-0.00655,0.70824,1.06936
task_attr_mod_color_184837,ours_ph_q,blur1,0.0,0.12,1.0,1e-05,0.00588,0.00555
task_attr_mod_color_184837,ours_ph_q,blur1,0.12,0.25,0.99901,-0.00013,0.12409,0.12147
task_attr_mod_color_184837,ours_ph_q,blur1,0.25,0.4,0.99536,-2e-05,0.18362,0.18273
task_attr_mod_color_184837,ours_ph_q,blur1,0.4,0.55,0.98724,6e-05,0.2469,0.24169
task_attr_mod_color_184837,ours_ph_q,blur1,0.55,0.7,0.96953,0.0012,0.35866,0.34756
task_attr_mod_color_184837,ours_ph_q,blur1,0.7,0.85,0.93846,0.00091,0.52913,0.5118
task_attr_mod_color_184837,ours_ph_q,blur1,0.85,1.05,0.91333,0.002,0.70824,0.6943
task_attr_mod_color_184837,ours_ph_q,blur2,0.0,0.12,0.99999,3e-05,0.00588,0.00473
task_attr_mod_color_184837,ours_ph_q,blur2,0.12,0.25,0.99254,-0.00064,0.12409,0.11652
task_attr_mod_color_184837,ours_ph_q,blur2,0.25,0.4,0.96997,-0.00064,0.18362,0.18895
task_attr_mod_color_184837,ours_ph_q,blur2,0.4,0.55,0.92587,-0.00152,0.2469,0.24382
task_attr_mod_color_184837,ours_ph_q,blur2,0.55,0.7,0.83381,-0.00141,0.35866,0.27653
task_attr_mod_color_184837,ours_ph_q,blur2,0.7,0.85,0.70029,-0.00282,0.52913,0.38393
task_attr_mod_color_184837,ours_ph_q,blur2,0.85,1.05,0.53359,0.0001,0.70824,0.5962
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.0,0.12,0.99964,0.00017,0.00588,0.00847
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.12,0.25,0.9048,0.00386,0.12409,0.25134
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.25,0.4,0.82772,0.0001,0.18362,0.37029
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.4,0.55,0.68985,0.00759,0.2469,0.57235
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.55,0.7,0.5207,-0.01076,0.35866,0.78636
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.7,0.85,0.34423,-0.00465,0.52913,0.9941
task_attr_mod_color_184837,ours_ph_q,crop_resize0.1,0.85,1.05,0.27347,-0.00837,0.70824,1.04625
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.0,0.12,0.99968,0.00018,0.00588,0.00876
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.12,0.25,0.86929,0.005,0.12409,0.31084
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.25,0.4,0.74231,0.00071,0.18362,0.50595
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.4,0.55,0.53585,0.00204,0.2469,0.80434
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.55,0.7,0.34622,-0.00056,0.35866,1.05013
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.7,0.85,0.22435,0.0136,0.52913,1.19542
task_attr_mod_color_184837,ours_ph_q,crop_resize0.15,0.85,1.05,0.21525,-0.01082,0.70824,1.15245
task_attr_mod_color_32648,ours_ph_q,identity,0.0,0.12,1.0,0.0,0.01039,0.01039
task_attr_mod_color_32648,ours_ph_q,identity,0.12,0.25,1.0,0.0,0.19118,0.19118
task_attr_mod_color_32648,ours_ph_q,identity,0.25,0.4,1.0,0.0,0.35538,0.35538
task_attr_mod_color_32648,ours_ph_q,identity,0.4,0.55,1.0,0.0,0.52143,0.52143
task_attr_mod_color_32648,ours_ph_q,identity,0.55,0.7,1.0,0.0,0.68961,0.68961
task_attr_mod_color_32648,ours_ph_q,identity,0.7,0.85,1.0,0.0,0.85083,0.85083
task_attr_mod_color_32648,ours_ph_q,identity,0.85,1.05,1.0,0.0,1.00279,1.00279
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.0,0.12,0.99958,-0.0,0.01039,0.01865
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.12,0.25,0.9097,-0.00024,0.19118,0.27257
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.25,0.4,0.80873,0.00319,0.35538,0.49465
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.4,0.55,0.69532,0.01375,0.52143,0.72773
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.55,0.7,0.59069,0.00656,0.68961,0.91619
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.7,0.85,0.43697,0.0025,0.85083,1.12672
task_attr_mod_color_32648,ours_ph_q,jpeg75,0.85,1.05,0.27624,0.02807,1.00279,1.29253
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.0,0.12,0.99928,-0.0001,0.01039,0.01952
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.12,0.25,0.87749,-0.00148,0.19118,0.28469
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.25,0.4,0.72865,0.0034,0.35538,0.56144
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.4,0.55,0.56267,0.00328,0.52143,0.83362
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.55,0.7,0.41864,0.00368,0.68961,1.02543
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.7,0.85,0.25669,-0.01208,0.85083,1.21687
task_attr_mod_color_32648,ours_ph_q,jpeg50,0.85,1.05,0.14814,0.01146,1.00279,1.32603
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.0,0.12,0.99886,1e-05,0.01039,0.02282
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.12,0.25,0.84385,-0.00177,0.19118,0.33256
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.25,0.4,0.65548,-0.00521,0.35538,0.64432
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.4,0.55,0.47325,-0.00263,0.52143,0.91073
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.55,0.7,0.3537,0.01698,0.68961,1.04037
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.7,0.85,0.2276,0.02658,0.85083,1.16816
task_attr_mod_color_32648,ours_ph_q,jpeg30,0.85,1.05,0.15418,-0.00143,1.00279,1.24285
task_attr_mod_color_32648,ours_ph_q,blur1,0.0,0.12,1.0,0.0,0.01039,0.01004
task_attr_mod_color_32648,ours_ph_q,blur1,0.12,0.25,0.99812,-0.00014,0.19118,0.18562
task_attr_mod_color_32648,ours_ph_q,blur1,0.25,0.4,0.99039,-9e-05,0.35538,0.3493
task_attr_mod_color_32648,ours_ph_q,blur1,0.4,0.55,0.9723,-5e-05,0.52143,0.50695
task_attr_mod_color_32648,ours_ph_q,blur1,0.55,0.7,0.94623,0.00089,0.68961,0.67336
task_attr_mod_color_32648,ours_ph_q,blur1,0.7,0.85,0.91359,0.00041,0.85083,0.83557
task_attr_mod_color_32648,ours_ph_q,blur1,0.85,1.05,0.90094,-0.00118,1.00279,0.99222
task_attr_mod_color_32648,ours_ph_q,blur2,0.0,0.12,0.99998,0.0,0.01039,0.00916
task_attr_mod_color_32648,ours_ph_q,blur2,0.12,0.25,0.98464,-0.00056,0.19118,0.17267
task_attr_mod_color_32648,ours_ph_q,blur2,0.25,0.4,0.92528,-0.00049,0.35538,0.34153
task_attr_mod_color_32648,ours_ph_q,blur2,0.4,0.55,0.80573,0.0014,0.52143,0.46726
task_attr_mod_color_32648,ours_ph_q,blur2,0.55,0.7,0.62344,-0.00298,0.68961,0.52765
task_attr_mod_color_32648,ours_ph_q,blur2,0.7,0.85,0.49416,0.00287,0.85083,0.69437
task_attr_mod_color_32648,ours_ph_q,blur2,0.85,1.05,0.38887,0.00694,1.00279,0.89092
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.0,0.12,0.99837,-0.00036,0.01039,0.01577
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.12,0.25,0.81966,0.00391,0.19118,0.34509
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.25,0.4,0.65089,-0.00816,0.35538,0.57954
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.4,0.55,0.44439,-0.00753,0.52143,0.85631
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.55,0.7,0.3,0.00044,0.68961,1.03533
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.7,0.85,0.19111,-0.01265,0.85083,1.17423
task_attr_mod_color_32648,ours_ph_q,crop_resize0.1,0.85,1.05,0.16626,0.00439,1.00279,1.18085
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.0,0.12,0.99834,3e-05,0.01039,0.01691
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.12,0.25,0.77764,-0.00507,0.19118,0.41958
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.25,0.4,0.58325,-4e-05,0.35538,0.68826
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.4,0.55,0.3573,-0.02879,0.52143,0.99838
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.55,0.7,0.22399,-0.00968,0.68961,1.16109
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.7,0.85,0.15569,-0.02088,0.85083,1.24338
task_attr_mod_color_32648,ours_ph_q,crop_resize0.15,0.85,1.05,0.14303,-0.01106,1.00279,1.20962
task_attr_mod_color_6205,ours_ph_q,identity,0.0,0.12,1.0,0.0,0.00289,0.00289
task_attr_mod_color_6205,ours_ph_q,identity,0.12,0.25,1.0,0.0,0.11978,0.11978
task_attr_mod_color_6205,ours_ph_q,identity,0.25,0.4,1.0,0.0,0.25145,0.25145
task_attr_mod_color_6205,ours_ph_q,identity,0.4,0.55,1.0,0.0,0.39574,0.39574
task_attr_mod_color_6205,ours_ph_q,identity,0.55,0.7,1.0,0.0,0.54407,0.54407
task_attr_mod_color_6205,ours_ph_q,identity,0.7,0.85,1.0,0.0,0.78447,0.78447
task_attr_mod_color_6205,ours_ph_q,identity,0.85,1.05,1.0,0.0,0.97701,0.97701
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.0,0.12,0.99997,-2e-05,0.00289,0.00442
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.12,0.25,0.97099,0.00084,0.11978,0.15089
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.25,0.4,0.90283,0.00038,0.25145,0.28594
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.4,0.55,0.82142,0.00015,0.39574,0.47516
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.55,0.7,0.7228,-0.00392,0.54407,0.71654
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.7,0.85,0.53179,-0.00785,0.78447,1.03813
task_attr_mod_color_6205,ours_ph_q,jpeg75,0.85,1.05,0.30161,0.00366,0.97701,1.27614
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.0,0.12,0.99995,-4e-05,0.00289,0.00483
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.12,0.25,0.96166,-0.0012,0.11978,0.1546
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.25,0.4,0.87808,-0.00081,0.25145,0.3028
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.4,0.55,0.74307,-0.00437,0.39574,0.55502
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.55,0.7,0.57672,-0.00937,0.54407,0.81617
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.7,0.85,0.33457,-0.02062,0.78447,1.11852
task_attr_mod_color_6205,ours_ph_q,jpeg50,0.85,1.05,0.14723,0.0594,0.97701,1.29584
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.0,0.12,0.99991,2e-05,0.00289,0.00576
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.12,0.25,0.95115,6e-05,0.11978,0.17381
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.25,0.4,0.84974,-0.00085,0.25145,0.34747
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.4,0.55,0.67503,0.00178,0.39574,0.6302
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.55,0.7,0.49614,-0.00866,0.54407,0.86442
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.7,0.85,0.28064,0.01064,0.78447,1.0837
task_attr_mod_color_6205,ours_ph_q,jpeg30,0.85,1.05,0.17385,0.01947,0.97701,1.14709
task_attr_mod_color_6205,ours_ph_q,blur1,0.0,0.12,1.0,0.0,0.00289,0.00276
