image,condition,scenario,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
dog_03,dia_r,background,adverse_cleaner,0.06525,0.01187,0.07211,0.01126,0.90475,True,704.3
dog_03,dia_r,background,impress,0.05836,0.0034,0.07211,0.01126,0.80933,True,704.3
dog_03,photoguard_c,background,identity,0.10318,0.00599,0.10318,0.00599,1.0,True,707.0
dog_03,photoguard_c,background,blur1,0.04661,0.00754,0.10318,0.00599,0.45177,True,707.0
dog_03,photoguard_c,background,noise0.05,0.11772,0.00271,0.10318,0.00599,1.1409,True,707.0
dog_03,photoguard_c,background,quantize16,0.11229,0.00871,0.10318,0.00599,1.08833,True,707.0
dog_03,photoguard_c,background,jpeg75,0.05844,0.00683,0.10318,0.00599,0.56639,True,707.0
dog_03,photoguard_c,background,jpeg30,0.04814,0.0063,0.10318,0.00599,0.46653,True,707.0
dog_03,photoguard_c,background,crop_resize0.1,0.1515,0.00875,0.10318,0.00599,1.46834,True,707.0
dog_03,photoguard_c,background,jpeg_then_resize75,0.03798,0.00744,0.10318,0.00599,0.36811,True,707.0
dog_03,photoguard_c,background,adverse_cleaner,0.08199,0.00321,0.10318,0.00599,0.79458,True,707.0
dog_03,photoguard_c,background,impress,0.0767,0.01234,0.10318,0.00599,0.74337,True,707.0
