image,condition,scenario,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
horse_03,phase_rand,background,jpeg75,0.08632,0.01982,0.05275,0.01063,1.63644,True,705.7
horse_03,phase_rand,background,jpeg30,0.124,0.01717,0.05275,0.01063,2.35071,True,705.7
horse_03,phase_rand,background,crop_resize0.1,0.21995,0.02462,0.05275,0.01063,4.16972,True,705.7
horse_03,phase_rand,background,jpeg_then_resize75,0.11924,0.0207,0.05275,0.01063,2.26038,True,705.7
horse_03,phase_rand,background,adverse_cleaner,0.08458,0.02248,0.05275,0.01063,1.60332,True,705.7
horse_03,phase_rand,background,impress,0.08557,0.00579,0.05275,0.01063,1.6222,True,705.7
horse_03,apa_weak,background,identity,0.11447,0.01325,0.11447,0.01325,1.0,True,703.9
horse_03,apa_weak,background,blur1,0.18063,0.01687,0.11447,0.01325,1.57801,True,703.9
horse_03,apa_weak,background,noise0.05,0.2278,0.01975,0.11447,0.01325,1.99005,True,703.9
horse_03,apa_weak,background,quantize16,0.16563,0.01557,0.11447,0.01325,1.44695,True,703.9
horse_03,apa_weak,background,jpeg75,0.14092,0.01738,0.11447,0.01325,1.23111,True,703.9
horse_03,apa_weak,background,jpeg30,0.18385,0.0164,0.11447,0.01325,1.60614,True,703.9
horse_03,apa_weak,background,crop_resize0.1,0.24245,0.01779,0.11447,0.01325,2.118,True,703.9
horse_03,apa_weak,background,jpeg_then_resize75,0.16841,0.01673,0.11447,0.01325,1.47124,True,703.9
horse_03,apa_weak,background,adverse_cleaner,0.1614,0.02041,0.11447,0.01325,1.41002,True,703.9
horse_03,apa_weak,background,impress,0.13377,0.01353,0.11447,0.01325,1.16858,True,703.9
horse_03,mist,background,identity,0.28,0.01359,0.28,0.01359,1.0,True,709.1
horse_03,mist,background,blur1,0.2152,0.0103,0.28,0.01359,0.76856,True,709.1
horse_03,mist,background,noise0.05,0.25266,0.02269,0.28,0.01359,0.90236,True,709.1
horse_03,mist,background,quantize16,0.2797,0.0115,0.28,0.01359,0.99891,True,709.1
horse_03,mist,background,jpeg75,0.23369,0.01776,0.28,0.01359,0.83461,True,709.1
horse_03,mist,background,jpeg30,0.17381,0.01935,0.28,0.01359,0.62075,True,709.1
horse_03,mist,background,crop_resize0.1,0.28386,0.01777,0.28,0.01359,1.01379,True,709.1
horse_03,mist,background,jpeg_then_resize75,0.19951,0.00455,0.28,0.01359,0.71253,True,709.1
horse_03,mist,background,adverse_cleaner,0.24001,0.00947,0.28,0.01359,0.85717,True,709.1
horse_03,mist,background,impress,0.24306,0.00748,0.28,0.01359,0.86804,True,709.1
horse_03,dia_r,background,identity,0.08552,0.01716,0.08552,0.01716,1.0,True,706.6
horse_03,dia_r,background,blur1,0.11817,0.01754,0.08552,0.01716,1.3819,True,706.6
horse_03,dia_r,background,noise0.05,0.17433,0.00261,0.08552,0.01716,2.03857,True,706.6
horse_03,dia_r,background,quantize16,0.10333,0.01711,0.08552,0.01716,1.20833,True,706.6
horse_03,dia_r,background,jpeg75,0.07767,0.0088,0.08552,0.01716,0.90827,True,706.6
horse_03,dia_r,background,jpeg30,0.11368,0.01441,0.08552,0.01716,1.32935,True,706.6
horse_03,dia_r,background,crop_resize0.1,0.22053,0.02275,0.08552,0.01716,2.57883,True,706.6
horse_03,dia_r,background,jpeg_then_resize75,0.11132,0.00466,0.08552,0.01716,1.30174,True,706.6
horse_03,dia_r,background,adverse_cleaner,0.0703,0.01218,0.08552,0.01716,0.82205,True,706.6
horse_03,dia_r,background,impress,0.08159,0.0084,0.08552,0.01716,0.9541,True,706.6
horse_03,photoguard_c,background,identity,0.16756,0.01264,0.16756,0.01264,1.0,True,710.6
horse_03,photoguard_c,background,blur1,0.11882,0.01169,0.16756,0.01264,0.70912,True,710.6
horse_03,photoguard_c,background,noise0.05,0.18633,0.02269,0.16756,0.01264,1.11202,True,710.6
horse_03,photoguard_c,background,quantize16,0.15225,0.01467,0.16756,0.01264,0.90859,True,710.6
horse_03,photoguard_c,background,jpeg75,0.0903,0.00659,0.16756,0.01264,0.53892,True,710.6
horse_03,photoguard_c,background,jpeg30,0.11834,0.01723,0.16756,0.01264,0.70621,True,710.6
horse_03,photoguard_c,background,crop_resize0.1,0.2375,0.02223,0.16756,0.01264,1.41734,True,710.6
horse_03,photoguard_c,background,jpeg_then_resize75,0.11482,0.00808,0.16756,0.01264,0.68524,True,710.6
horse_03,photoguard_c,background,adverse_cleaner,0.07923,0.0196,0.16756,0.01264,0.47281,True,710.6
horse_03,photoguard_c,background,impress,0.11045,0.00294,0.16756,0.01264,0.65916,True,710.6
