image,condition,scenario,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
cat_01,phase_rand,background,quantize16,0.35913,0.04012,0.26702,0.0226,1.34493,True,704.5
cat_01,phase_rand,background,jpeg75,0.30905,0.06078,0.26702,0.0226,1.1574,True,704.5
cat_01,phase_rand,background,jpeg30,0.2897,0.03077,0.26702,0.0226,1.08493,True,704.5
cat_01,phase_rand,background,crop_resize0.1,0.40235,0.04095,0.26702,0.0226,1.50682,True,704.5
cat_01,phase_rand,background,jpeg_then_resize75,0.3176,0.06939,0.26702,0.0226,1.18942,True,704.5
cat_01,phase_rand,background,adverse_cleaner,0.31862,0.07489,0.26702,0.0226,1.19322,True,704.5
cat_01,phase_rand,background,impress,0.32733,0.02745,0.26702,0.0226,1.22584,True,704.5
cat_01,apa_weak,background,identity,0.28755,0.01887,0.28755,0.01887,1.0,True,704.4
cat_01,apa_weak,background,blur1,0.37886,0.05039,0.28755,0.01887,1.31756,True,704.4
cat_01,apa_weak,background,noise0.05,0.4963,0.05516,0.28755,0.01887,1.72595,True,704.4
cat_01,apa_weak,background,quantize16,0.38099,0.03467,0.28755,0.01887,1.32497,True,704.4
cat_01,apa_weak,background,jpeg75,0.29954,0.03382,0.28755,0.01887,1.04172,True,704.4
cat_01,apa_weak,background,jpeg30,0.39137,0.04368,0.28755,0.01887,1.36104,True,704.4
cat_01,apa_weak,background,crop_resize0.1,0.46477,0.05182,0.28755,0.01887,1.61631,True,704.4
cat_01,apa_weak,background,jpeg_then_resize75,0.33499,0.05624,0.28755,0.01887,1.165,True,704.4
cat_01,apa_weak,background,adverse_cleaner,0.34835,0.00828,0.28755,0.01887,1.21144,True,704.4
cat_01,apa_weak,background,impress,0.31426,0.00932,0.28755,0.01887,1.09289,True,704.4
cat_01,mist,background,identity,0.51892,0.05439,0.51892,0.05439,1.0,True,711.0
cat_01,mist,background,blur1,0.40292,0.06655,0.51892,0.05439,0.77646,True,711.0
cat_01,mist,background,noise0.05,0.4954,0.06791,0.51892,0.05439,0.95466,True,711.0
cat_01,mist,background,quantize16,0.51479,0.05716,0.51892,0.05439,0.99204,True,711.0
cat_01,mist,background,jpeg75,0.45959,0.06175,0.51892,0.05439,0.88567,True,711.0
cat_01,mist,background,jpeg30,0.42062,0.07748,0.51892,0.05439,0.81056,True,711.0
cat_01,mist,background,crop_resize0.1,0.49851,0.07089,0.51892,0.05439,0.96067,True,711.0
cat_01,mist,background,jpeg_then_resize75,0.37769,0.0411,0.51892,0.05439,0.72784,True,711.0
cat_01,mist,background,adverse_cleaner,0.49443,0.05268,0.51892,0.05439,0.9528,True,711.0
cat_01,mist,background,impress,0.46331,0.06332,0.51892,0.05439,0.89284,True,711.0
cat_01,dia_r,background,identity,0.30673,0.04909,0.30673,0.04909,1.0,True,704.9
cat_01,dia_r,background,blur1,0.37406,0.05272,0.30673,0.04909,1.21951,True,704.9
cat_01,dia_r,background,noise0.05,0.46481,0.07872,0.30673,0.04909,1.51537,True,704.9
cat_01,dia_r,background,quantize16,0.32237,0.03438,0.30673,0.04909,1.05101,True,704.9
cat_01,dia_r,background,jpeg75,0.2533,0.02828,0.30673,0.04909,0.82583,True,704.9
cat_01,dia_r,background,jpeg30,0.28845,0.02837,0.30673,0.04909,0.9404,True,704.9
cat_01,dia_r,background,crop_resize0.1,0.41407,0.06767,0.30673,0.04909,1.34995,True,704.9
cat_01,dia_r,background,jpeg_then_resize75,0.29622,0.11086,0.30673,0.04909,0.96574,True,704.9
cat_01,dia_r,background,adverse_cleaner,0.3343,0.02003,0.30673,0.04909,1.0899,True,704.9
cat_01,dia_r,background,impress,0.28711,0.0911,0.30673,0.04909,0.93605,True,704.9
cat_01,photoguard_c,background,identity,0.41145,0.04848,0.41145,0.04848,1.0,True,706.9
cat_01,photoguard_c,background,blur1,0.3812,0.07356,0.41145,0.04848,0.92649,True,706.9
cat_01,photoguard_c,background,noise0.05,0.47223,0.06977,0.41145,0.04848,1.14772,True,706.9
cat_01,photoguard_c,background,quantize16,0.38401,0.03705,0.41145,0.04848,0.93332,True,706.9
cat_01,photoguard_c,background,jpeg75,0.28487,0.03506,0.41145,0.04848,0.69236,True,706.9
cat_01,photoguard_c,background,jpeg30,0.33945,0.05418,0.41145,0.04848,0.82501,True,706.9
cat_01,photoguard_c,background,crop_resize0.1,0.39491,0.05267,0.41145,0.04848,0.9598,True,706.9
cat_01,photoguard_c,background,jpeg_then_resize75,0.26086,0.10857,0.41145,0.04848,0.634,True,706.9
cat_01,photoguard_c,background,adverse_cleaner,0.33109,0.03914,0.41145,0.04848,0.80469,True,706.9
cat_01,photoguard_c,background,impress,0.32481,0.0729,0.41145,0.04848,0.78944,True,706.9
