image,condition,scenario,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
man_02,photoguard_c,background,identity,0.11391,0.00682,0.11391,0.00682,1.0,True,684.4
man_02,photoguard_c,background,blur1,0.08652,0.01,0.11391,0.00682,0.75957,True,684.4
man_02,photoguard_c,background,noise0.05,0.11742,0.00984,0.11391,0.00682,1.03084,True,684.4
man_02,photoguard_c,background,quantize16,0.10954,0.00633,0.11391,0.00682,0.96164,True,684.4
man_02,photoguard_c,background,jpeg75,0.08435,0.02715,0.11391,0.00682,0.74049,True,684.4
man_02,photoguard_c,background,jpeg30,0.09668,0.021,0.11391,0.00682,0.84877,True,684.4
man_02,photoguard_c,background,crop_resize0.1,0.16813,0.01211,0.11391,0.00682,1.47594,True,684.4
man_02,photoguard_c,background,jpeg_then_resize75,0.07895,0.01121,0.11391,0.00682,0.69305,True,684.4
man_02,photoguard_c,background,adverse_cleaner,0.0752,0.03064,0.11391,0.00682,0.66012,True,684.4
man_02,photoguard_c,background,impress,0.08496,0.00418,0.11391,0.00682,0.74583,True,684.4
