image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
obama_00,phase_rand,human,identity,0.18299,0.12647,0.18299,0.12647,1.0,False,241.7
obama_00,phase_rand,human,blur1,0.29488,0.09038,0.18299,0.12647,1.61141,False,241.7
obama_00,phase_rand,human,noise0.05,0.55783,0.05013,0.18299,0.12647,3.04835,False,241.7
obama_00,phase_rand,human,quantize16,0.36223,0.0677,0.18299,0.12647,1.97944,False,241.7
obama_00,phase_rand,human,jpeg75,0.21936,0.10515,0.18299,0.12647,1.19873,False,241.7
obama_00,phase_rand,human,jpeg30,0.26257,0.12612,0.18299,0.12647,1.43484,False,241.7
obama_00,phase_rand,human,crop_resize0.1,0.47684,0.01954,0.18299,0.12647,2.60579,False,241.7
obama_00,phase_rand,human,jpeg_then_resize75,0.20979,0.17243,0.18299,0.12647,1.14645,False,241.7
obama_00,phase_rand,human,adverse_cleaner,0.20206,0.10295,0.18299,0.12647,1.1042,False,241.7
ronaldo_00,add,human,identity,0.26006,0.14935,0.26006,0.14935,1.0,False,242.0
ronaldo_00,add,human,blur1,0.29834,0.12214,0.26006,0.14935,1.14718,False,242.0
ronaldo_00,add,human,noise0.05,0.52556,0.03118,0.26006,0.14935,2.02089,False,242.0
ronaldo_00,add,human,quantize16,0.32585,0.10155,0.26006,0.14935,1.25298,False,242.0
ronaldo_00,add,human,jpeg75,0.06794,0.03768,0.26006,0.14935,0.26125,False,242.0
ronaldo_00,add,human,jpeg30,0.15871,0.07547,0.26006,0.14935,0.61029,False,242.0
ronaldo_00,add,human,crop_resize0.1,0.51046,0.0905,0.26006,0.14935,1.96283,False,242.0
ronaldo_00,add,human,jpeg_then_resize75,0.13464,0.04006,0.26006,0.14935,0.51772,False,242.0
ronaldo_00,add,human,adverse_cleaner,0.17531,0.1637,0.26006,0.14935,0.67409,False,242.0
ronaldo_00,phase,human,identity,0.39937,0.12013,0.39937,0.12013,1.0,True,242.0
ronaldo_00,phase,human,blur1,0.40806,0.06619,0.39937,0.12013,1.02174,True,242.0
ronaldo_00,phase,human,noise0.05,0.53702,0.02936,0.39937,0.12013,1.34467,True,242.0
ronaldo_00,phase,human,quantize16,0.34722,0.05645,0.39937,0.12013,0.86941,True,242.0
ronaldo_00,phase,human,jpeg75,0.1437,0.05962,0.39937,0.12013,0.35982,True,242.0
ronaldo_00,phase,human,jpeg30,0.23491,0.15505,0.39937,0.12013,0.58819,True,242.0
ronaldo_00,phase,human,crop_resize0.1,0.55018,0.06415,0.39937,0.12013,1.37761,True,242.0
ronaldo_00,phase,human,jpeg_then_resize75,0.24329,0.13988,0.39937,0.12013,0.60917,True,242.0
ronaldo_00,phase,human,adverse_cleaner,0.33186,0.15446,0.39937,0.12013,0.83096,True,242.0
ronaldo_00,phase_rand,human,identity,0.0898,0.04249,0.0898,0.04249,1.0,False,241.7
ronaldo_00,phase_rand,human,blur1,0.28374,0.07359,0.0898,0.04249,3.15971,False,241.7
ronaldo_00,phase_rand,human,noise0.05,0.53967,0.02969,0.0898,0.04249,6.00978,False,241.7
ronaldo_00,phase_rand,human,quantize16,0.25989,0.08314,0.0898,0.04249,2.89412,False,241.7
ronaldo_00,phase_rand,human,jpeg75,0.11145,0.05536,0.0898,0.04249,1.2411,False,241.7
ronaldo_00,phase_rand,human,jpeg30,0.17961,0.08246,0.0898,0.04249,2.00012,False,241.7
ronaldo_00,phase_rand,human,crop_resize0.1,0.48846,0.08844,0.0898,0.04249,5.43951,False,241.7
ronaldo_00,phase_rand,human,jpeg_then_resize75,0.15051,0.04089,0.0898,0.04249,1.67613,False,241.7
ronaldo_00,phase_rand,human,adverse_cleaner,0.13288,0.0445,0.0898,0.04249,1.47975,False,241.7
lebron_00,apa_weak,native,identity,0.20084,0.17013,0.20084,0.17013,1.0,False,241.7
lebron_00,apa_weak,native,blur1,0.43322,0.11006,0.20084,0.17013,2.15703,False,241.7
lebron_00,apa_weak,native,noise0.05,0.64925,0.00331,0.20084,0.17013,3.23271,False,241.7
lebron_00,apa_weak,native,quantize16,0.42014,0.1375,0.20084,0.17013,2.09195,False,241.7
lebron_00,apa_weak,native,jpeg75,0.30825,0.09251,0.20084,0.17013,1.5348,False,241.7
lebron_00,apa_weak,native,jpeg30,0.42554,0.12294,0.20084,0.17013,2.11882,False,241.7
lebron_00,apa_weak,native,crop_resize0.1,0.54049,0.0465,0.20084,0.17013,2.69117,False,241.7
lebron_00,apa_weak,native,jpeg_then_resize75,0.38819,0.13084,0.20084,0.17013,1.93283,False,241.7
lebron_00,apa_weak,native,adverse_cleaner,0.37999,0.05974,0.20084,0.17013,1.892,False,241.7
lebron_00,mist,native,identity,0.5966,0.04504,0.5966,0.04504,1.0,True,241.7
lebron_00,mist,native,blur1,0.43512,0.12666,0.5966,0.04504,0.72934,True,241.7
lebron_00,mist,native,noise0.05,0.67502,0.02302,0.5966,0.04504,1.13144,True,241.7
lebron_00,mist,native,quantize16,0.61388,0.0255,0.5966,0.04504,1.02896,True,241.7
lebron_00,mist,native,jpeg75,0.45859,0.11491,0.5966,0.04504,0.76867,True,241.7
lebron_00,mist,native,jpeg30,0.39095,0.15101,0.5966,0.04504,0.6553,True,241.7
lebron_00,mist,native,crop_resize0.1,0.55204,0.04907,0.5966,0.04504,0.92531,True,241.7
lebron_00,mist,native,jpeg_then_resize75,0.3795,0.14428,0.5966,0.04504,0.6361,True,241.7
lebron_00,mist,native,adverse_cleaner,0.49618,0.07063,0.5966,0.04504,0.83167,True,241.7
lebron_00,dia_r,native,identity,0.31434,0.17768,0.31434,0.17768,1.0,False,241.7
lebron_00,dia_r,native,blur1,0.38515,0.11498,0.31434,0.17768,1.22526,False,241.7
lebron_00,dia_r,native,noise0.05,0.64159,0.00944,0.31434,0.17768,2.04107,False,241.7
lebron_00,dia_r,native,quantize16,0.46808,0.07154,0.31434,0.17768,1.48908,False,241.7
lebron_00,dia_r,native,jpeg75,0.13422,0.04034,0.31434,0.17768,0.427,False,241.7
lebron_00,dia_r,native,jpeg30,0.30258,0.06956,0.31434,0.17768,0.96257,False,241.7
lebron_00,dia_r,native,crop_resize0.1,0.5244,0.07596,0.31434,0.17768,1.66826,False,241.7
lebron_00,dia_r,native,jpeg_then_resize75,0.31994,0.16496,0.31434,0.17768,1.01782,False,241.7
lebron_00,dia_r,native,adverse_cleaner,0.23662,0.07484,0.31434,0.17768,0.75274,False,241.7
obama_00,apa_weak,native,identity,0.23748,0.15176,0.23748,0.15176,1.0,False,241.7
obama_00,apa_weak,native,blur1,0.32726,0.05761,0.23748,0.15176,1.37805,False,241.7
obama_00,apa_weak,native,noise0.05,0.60098,0.03692,0.23748,0.15176,2.53064,False,241.7
obama_00,apa_weak,native,quantize16,0.39812,0.05852,0.23748,0.15176,1.67641,False,241.7
obama_00,apa_weak,native,jpeg75,0.24916,0.14123,0.23748,0.15176,1.04917,False,241.7
obama_00,apa_weak,native,jpeg30,0.32039,0.09963,0.23748,0.15176,1.34911,False,241.7
obama_00,apa_weak,native,crop_resize0.1,0.50587,0.02657,0.23748,0.15176,2.13012,False,241.7
obama_00,apa_weak,native,jpeg_then_resize75,0.29825,0.0995,0.23748,0.15176,1.25589,False,241.7
obama_00,apa_weak,native,adverse_cleaner,0.30339,0.09674,0.23748,0.15176,1.27753,False,241.7
obama_00,mist,native,identity,0.5795,0.00378,0.5795,0.00378,1.0,True,241.7
obama_00,mist,native,blur1,0.37794,0.05851,0.5795,0.00378,0.65219,True,241.7
obama_00,mist,native,noise0.05,0.64454,0.01459,0.5795,0.00378,1.11223,True,241.7
obama_00,mist,native,quantize16,0.60183,0.01071,0.5795,0.00378,1.03854,True,241.7
obama_00,mist,native,jpeg75,0.5273,0.08553,0.5795,0.00378,0.90993,True,241.7
obama_00,mist,native,jpeg30,0.39788,0.06573,0.5795,0.00378,0.68659,True,241.7
obama_00,mist,native,crop_resize0.1,0.59906,0.02228,0.5795,0.00378,1.03376,True,241.7
obama_00,mist,native,jpeg_then_resize75,0.35454,0.07087,0.5795,0.00378,0.61181,True,241.7
obama_00,mist,native,adverse_cleaner,0.53087,0.03487,0.5795,0.00378,0.91609,True,241.7
obama_00,dia_r,native,identity,0.36989,0.08839,0.36989,0.08839,1.0,True,241.7
obama_00,dia_r,native,blur1,0.28318,0.09527,0.36989,0.08839,0.76557,True,241.7
obama_00,dia_r,native,noise0.05,0.55222,0.0509,0.36989,0.08839,1.49293,True,241.7
obama_00,dia_r,native,quantize16,0.43318,0.07343,0.36989,0.08839,1.17108,True,241.7
obama_00,dia_r,native,jpeg75,0.28975,0.11106,0.36989,0.08839,0.78335,True,241.7
obama_00,dia_r,native,jpeg30,0.28255,0.1321,0.36989,0.08839,0.76388,True,241.7
obama_00,dia_r,native,crop_resize0.1,0.5118,0.03068,0.36989,0.08839,1.38364,True,241.7
obama_00,dia_r,native,jpeg_then_resize75,0.26174,0.1225,0.36989,0.08839,0.7076,True,241.7
obama_00,dia_r,native,adverse_cleaner,0.29913,0.11695,0.36989,0.08839,0.80868,True,241.7
ronaldo_00,apa_weak,native,identity,0.16711,0.06176,0.16711,0.06176,1.0,False,241.8
ronaldo_00,apa_weak,native,blur1,0.38687,0.04574,0.16711,0.06176,2.31511,False,241.8
ronaldo_00,apa_weak,native,noise0.05,0.57581,0.03705,0.16711,0.06176,3.44576,False,241.8
ronaldo_00,apa_weak,native,quantize16,0.36411,0.03909,0.16711,0.06176,2.17891,False,241.8
ronaldo_00,apa_weak,native,jpeg75,0.18959,0.05802,0.16711,0.06176,1.13458,False,241.8
ronaldo_00,apa_weak,native,jpeg30,0.33196,0.08707,0.16711,0.06176,1.98652,False,241.8
ronaldo_00,apa_weak,native,crop_resize0.1,0.49551,0.07517,0.16711,0.06176,2.96523,False,241.8
ronaldo_00,apa_weak,native,jpeg_then_resize75,0.24886,0.02965,0.16711,0.06176,1.48926,False,241.8
ronaldo_00,apa_weak,native,adverse_cleaner,0.24273,0.02451,0.16711,0.06176,1.45256,False,241.8
ronaldo_00,mist,native,identity,0.59012,0.05191,0.59012,0.05191,1.0,True,241.7
ronaldo_00,mist,native,blur1,0.4329,0.10722,0.59012,0.05191,0.73358,True,241.7
ronaldo_00,mist,native,noise0.05,0.62159,0.04282,0.59012,0.05191,1.05332,True,241.7
ronaldo_00,mist,native,quantize16,0.60302,0.05308,0.59012,0.05191,1.02185,True,241.7
ronaldo_00,mist,native,jpeg75,0.52097,0.02806,0.59012,0.05191,0.88282,True,241.7
ronaldo_00,mist,native,jpeg30,0.43111,0.08104,0.59012,0.05191,0.73054,True,241.7
ronaldo_00,mist,native,crop_resize0.1,0.60276,0.05297,0.59012,0.05191,1.02141,True,241.7
ronaldo_00,mist,native,jpeg_then_resize75,0.37608,0.07791,0.59012,0.05191,0.63729,True,241.7
ronaldo_00,mist,native,adverse_cleaner,0.55247,0.05763,0.59012,0.05191,0.93619,True,241.7
ronaldo_00,dia_r,native,identity,0.28838,0.12828,0.28838,0.12828,1.0,False,241.5
ronaldo_00,dia_r,native,blur1,0.27338,0.14676,0.28838,0.12828,0.94797,False,241.5
ronaldo_00,dia_r,native,noise0.05,0.52619,0.03144,0.28838,0.12828,1.82461,False,241.5
ronaldo_00,dia_r,native,quantize16,0.41502,0.07525,0.28838,0.12828,1.43912,False,241.5
ronaldo_00,dia_r,native,jpeg75,0.15898,0.06953,0.28838,0.12828,0.55127,False,241.5
ronaldo_00,dia_r,native,jpeg30,0.14279,0.06841,0.28838,0.12828,0.49514,False,241.5
ronaldo_00,dia_r,native,crop_resize0.1,0.51686,0.09628,0.28838,0.12828,1.79226,False,241.5
ronaldo_00,dia_r,native,jpeg_then_resize75,0.14838,0.05862,0.28838,0.12828,0.51451,False,241.5
ronaldo_00,dia_r,native,adverse_cleaner,0.10417,0.03871,0.28838,0.12828,0.36122,False,241.5
lebron_00,photoguard_c,native,identity,0.4556,0.04867,0.4556,0.04867,1.0,True,241.6
lebron_00,photoguard_c,native,blur1,0.42897,0.10374,0.4556,0.04867,0.94155,True,241.6
lebron_00,photoguard_c,native,noise0.05,0.64602,0.01173,0.4556,0.04867,1.41796,True,241.6
lebron_00,photoguard_c,native,quantize16,0.42643,0.1256,0.4556,0.04867,0.93596,True,241.6
lebron_00,photoguard_c,native,jpeg75,0.24531,0.07781,0.4556,0.04867,0.53843,True,241.6
lebron_00,photoguard_c,native,jpeg30,0.31981,0.05845,0.4556,0.04867,0.70196,True,241.6
lebron_00,photoguard_c,native,crop_resize0.1,0.53979,0.0546,0.4556,0.04867,1.18479,True,241.6
lebron_00,photoguard_c,native,jpeg_then_resize75,0.28661,0.04384,0.4556,0.04867,0.62907,True,241.6
lebron_00,photoguard_c,native,adverse_cleaner,0.31026,0.13781,0.4556,0.04867,0.68099,True,241.6
obama_00,photoguard_c,native,identity,0.47725,0.00896,0.47725,0.00896,1.0,True,242.0
obama_00,photoguard_c,native,blur1,0.32048,0.04124,0.47725,0.00896,0.6715,True,242.0
obama_00,photoguard_c,native,noise0.05,0.55082,0.04957,0.47725,0.00896,1.15415,True,242.0
obama_00,photoguard_c,native,quantize16,0.44237,0.07539,0.47725,0.00896,0.9269,True,242.0
obama_00,photoguard_c,native,jpeg75,0.3262,0.07578,0.47725,0.00896,0.6835,True,242.0
obama_00,photoguard_c,native,jpeg30,0.26919,0.1376,0.47725,0.00896,0.56404,True,242.0
obama_00,photoguard_c,native,crop_resize0.1,0.53363,0.0177,0.47725,0.00896,1.11813,True,242.0
obama_00,photoguard_c,native,jpeg_then_resize75,0.31591,0.0613,0.47725,0.00896,0.66194,True,242.0
obama_00,photoguard_c,native,adverse_cleaner,0.32732,0.0518,0.47725,0.00896,0.68585,True,242.0
ronaldo_00,photoguard_c,native,identity,0.48326,0.07992,0.48326,0.07992,1.0,True,239.3
ronaldo_00,photoguard_c,native,blur1,0.28828,0.11592,0.48326,0.07992,0.59654,True,239.3
ronaldo_00,photoguard_c,native,noise0.05,0.5272,0.02867,0.48326,0.07992,1.09092,True,239.3
ronaldo_00,photoguard_c,native,quantize16,0.39565,0.06636,0.48326,0.07992,0.81872,True,239.3
ronaldo_00,photoguard_c,native,jpeg75,0.17621,0.05831,0.48326,0.07992,0.36463,True,239.3
ronaldo_00,photoguard_c,native,jpeg30,0.14826,0.06397,0.48326,0.07992,0.30678,True,239.3
ronaldo_00,photoguard_c,native,crop_resize0.1,0.5903,0.03884,0.48326,0.07992,1.2215,True,239.3
ronaldo_00,photoguard_c,native,jpeg_then_resize75,0.13217,0.03532,0.48326,0.07992,0.27351,True,239.3
ronaldo_00,photoguard_c,native,adverse_cleaner,0.24941,0.1996,0.48326,0.07992,0.5161,True,239.3
