image,coarsen,params,rms_raw,below_band,high_frac,keep_q90,keep_q75,keep_q50,keep_q30
task_attr_mod_color_6205,6,121,0.015364519320428371,0.12254562850561544,0.7007609759307724,0.9796189781450206,1.3366646573812788,0.38640722324760973,0.31362124903758787
task_env_weather_112463,1,4225,0.013633486814796925,0.27930915389910294,0.5642313473482096,0.9973224493215307,1.246643185588386,0.5888716082853492,0.5305046867067101
task_env_weather_112463,2,1089,0.01443512924015522,0.23645751186213923,0.6253082521682446,1.0045081463650254,1.3148757388771448,0.5031059506778742,0.44588383809132826
task_env_weather_112463,3,484,0.014456335455179214,0.2449104867141432,0.6149838538583301,1.0054738002800045,1.3165034883724165,0.510417376575929,0.4440664984117968
task_env_weather_112463,4,289,0.01516080740839243,0.21922409914289218,0.640732566841617,1.005563065905873,1.334519831954105,0.47550564776390597,0.41580850024769506
task_env_weather_112463,6,121,0.015064043924212456,0.22288916854753815,0.6390447002386811,1.0054844453875877,1.3404579695829881,0.4686133341093219,0.40866008696104544
task_obj_remove_380621,1,4225,0.01790245808660984,0.07973104819382322,0.5997735610269794,0.9832081200614939,1.207993201520465,0.6956916210706182,0.5609774405077085
task_obj_remove_380621,2,1089,0.017519503831863403,0.0776349447915407,0.6323647990511126,0.9820128838483206,1.2724047419424431,0.6035891564683977,0.4734781110920217
task_obj_remove_380621,3,484,0.01729411631822586,0.07520498445917308,0.6401359578647144,0.9853635691494265,1.2784225234995676,0.6075824225391888,0.44889918278574553
task_obj_remove_380621,4,289,0.018106188625097275,0.07021861289358805,0.6377084510982939,0.9899357130333656,1.2788108654927712,0.5955751361022681,0.4505904021019756
task_obj_remove_380621,6,121,0.018244583159685135,0.07764163083215044,0.633850323221335,0.9829036206544209,1.2885580639918464,0.5886332182692359,0.4410523674658879
task_obj_swap_joint_mask_276754,1,4225,0.0226055346429348,0.07932088303054478,0.5406340758831476,0.9711426838331338,1.2707795773739985,0.6126055883530434,0.40954981337331053
task_obj_swap_joint_mask_276754,2,1089,0.02060343697667122,0.089302494977492,0.550281269262251,0.970210677273021,1.3081974884242884,0.5499206386637018,0.366837708881502
task_obj_swap_joint_mask_276754,3,484,0.020115496590733528,0.08941187561032282,0.5541241606259109,0.9692614474951426,1.3152191664364525,0.5390418117270337,0.3486561136362596
task_obj_swap_joint_mask_276754,4,289,0.02128436602652073,0.08185705637978014,0.555323276751112,0.971528119298074,1.3187673591498357,0.5371785504133243,0.3525637593763931
task_obj_swap_joint_mask_276754,6,121,0.02148481272161007,0.07911140952082543,0.5516868008186491,0.968144717793022,1.3162030005517233,0.5372087747658605,0.34659044103963477
task_obj_swap_joint_mask_533428,1,4225,0.020293861627578735,0.2662677649883189,0.35638273826888445,0.9887093434629931,1.2175674927020825,0.6445389015500876,0.5511687740939141
task_obj_swap_joint_mask_533428,2,1089,0.01978900656104088,0.26298625643397044,0.41158986243789564,0.9873195783728498,1.2567001886013414,0.592758170074447,0.48769482496044886
task_obj_swap_joint_mask_533428,3,484,0.019516749307513237,0.2563891961717117,0.4148088617239336,0.9904765596358601,1.2681442019719977,0.589318778243304,0.487068141415086
task_obj_swap_joint_mask_533428,4,289,0.020739475265145302,0.267413976266082,0.4130453331423187,0.9851995520985294,1.266414367145822,0.575358707878235,0.4806564724060301
task_obj_swap_joint_mask_533428,6,121,0.02051619254052639,0.2599374316340511,0.4212506298039602,0.9875051408904132,1.2685608256229153,0.5828698391552237,0.48615144116501796
task_obj_swap_rand_mask_417469,1,4225,0.018718009814620018,0.0955413764620989,0.4692406271176643,0.9852540409796813,1.1753730247989889,0.6931080465669809,0.6008132280284179
task_obj_swap_rand_mask_417469,2,1089,0.01824546419084072,0.10078655294723826,0.5062088379516921,0.9869672324613357,1.2082444776519738,0.6513541795980116,0.534331046543377
task_obj_swap_rand_mask_417469,3,484,0.01783302053809166,0.10350721230183631,0.5198894076302951,0.9838692157288724,1.2307812872978707,0.6230288703958503,0.5285244895304458
task_obj_swap_rand_mask_417469,4,289,0.01878504455089569,0.09684585974617745,0.5144067361166532,0.9882611717861954,1.2279164817570771,0.6239260273931012,0.5231190119443583
task_obj_swap_rand_mask_417469,6,121,0.018321719020605087,0.09172134762357112,0.5358119379476043,0.9861576263874479,1.2497704656900206,0.5990342338118206,0.490873237524706
