image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.18758,0.95516,29.191,0.52627,0.05161,0.35023,0.67869,18.506,0.25148,0.21281,0.35686,0.03471,120.9
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.09212,0.98104,32.744,0.6783,0.03184,0.2017,0.85395,17.517,0.48305,0.13661,0.35002,0.02306,120.9
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.29261,0.95396,29.284,0.54863,0.04313,0.27264,0.73572,20.621,0.32726,0.14045,0.3425,0.03434,121.0
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.0956,0.98337,38.154,0.77356,0.02434,0.11527,0.92516,30.088,0.64616,0.06594,0.30452,0.01237,120.8
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.11554,0.96833,29.391,0.67309,0.03551,0.16079,0.89176,23.819,0.48951,0.05506,0.45469,0.03392,121.0
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.2395,0.95628,27.642,0.5935,0.03943,0.42841,0.44825,13.658,0.07899,0.26031,0.41518,0.04148,120.9
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.16318,0.98321,36.209,0.73071,0.02709,0.17155,0.90285,27.35,0.47119,0.06782,0.26604,0.01547,121.0
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.19881,0.97016,30.794,0.65954,0.05218,0.33332,0.77449,19.512,0.31921,0.14124,0.61262,0.02886,120.8
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.19586,0.95109,28.314,0.53092,0.04119,0.22278,0.8089,22.369,0.33805,0.0667,0.38985,0.0384,120.6
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.07353,0.98887,40.026,0.8344,0.02604,0.2494,0.83055,20.99,0.70866,0.16723,0.17574,0.00997,120.6
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.38167,0.91578,28.246,0.37731,0.06621,0.19016,0.79632,20.973,0.26743,0.20367,0.32941,0.0387,120.9
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.20314,0.95239,27.774,0.53197,0.04882,0.28543,0.71571,17.775,0.30088,0.13973,0.49448,0.04086,121.6
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.23404,0.97063,35.544,0.61062,0.04658,0.30833,0.78274,17.81,0.3404,0.21218,0.23445,0.0167,121.7
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.3044,0.93113,28.635,0.48352,0.07945,0.42933,0.62542,19.274,0.2217,0.19905,0.5966,0.037,121.6
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,100,7.5,1.5,20260812,False,0.16427,0.96311,30.669,0.58095,0.02915,0.19344,0.82165,23.121,0.39219,0.09112,0.57326,0.02928,121.9
