image,condition,prompt_index,prompt,block,r_min,quantile,target_image,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
horse_01,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04279,False,1.20935,72.8,0.2863,0.9371,0.0428,26.1076,0.9958,4.8856,0.697,0.5136,0.323,0.3209,0.0021,0.1175,0.1189,-0.0014,0.02808,0.6331
horse_02,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04189,False,1.74071,119.0,0.3559,0.8955,0.0419,25.799,0.9938,6.0697,0.7094,0.5083,0.3079,0.3161,-0.0083,0.1074,0.1162,-0.0088,0.04038,0.5906
horse_03,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.0449,False,2.17547,88.2,0.278,0.9268,0.0449,28.9453,0.9977,5.1384,0.7189,0.4917,0.3151,0.3144,0.0006,0.1182,0.1197,-0.0015,0.02063,0.4573
man_00,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.03634,True,3.14159,26.6,0.1575,0.9786,0.0363,36.5215,0.9984,4.4995,0.6802,0.4238,0.2819,0.3104,-0.0286,0.1079,0.1336,-0.0257,0.00702,0.279
man_01,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04379,False,1.5958,42.1,0.2595,0.9268,0.0438,25.1918,0.9913,5.0857,0.6854,0.435,0.2814,0.2687,0.0127,0.1091,0.1189,-0.0098,0.04227,0.5691
man_02,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04447,False,1.88563,103.6,0.217,0.9069,0.0445,21.3832,0.9952,5.2069,0.6602,0.5147,0.2748,0.297,-0.0222,0.1256,0.1074,0.0182,0.04076,0.468
man_03,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04471,False,1.98225,72.8,0.3945,0.8659,0.0447,24.6583,0.9931,5.5629,0.7078,0.5645,0.2729,0.2815,-0.0086,0.101,0.0908,0.0102,0.03515,0.6829
woman_00,phase,0,a man,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04304,False,1.51126,149.7,0.1907,0.9538,0.043,29.372,0.9966,4.7409,0.5396,0.4542,0.237,0.2321,0.0049,0.0488,0.0625,-0.0137,0.023,0.4544
woman_01,phase,0,a man,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.03842,True,3.14159,26.7,0.1784,0.9771,0.0384,37.7991,0.9978,3.4986,0.3275,0.428,0.208,0.2155,-0.0075,0.0388,0.0288,0.01,0.00569,0.3817
woman_02,phase,0,a man,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04328,False,2.85176,103.7,0.2676,0.9504,0.0433,31.3012,0.9974,4.1338,0.6638,0.4388,0.2026,0.2441,-0.0414,0.0577,0.076,-0.0183,0.01369,0.4311
woman_03,phase,0,a man,32,0.12,0.5,data/targets/gray.png,0.0434,dists,0.04394,False,2.17547,88.2,0.1382,0.9641,0.0439,34.2469,0.9948,4.8495,0.7006,0.4241,0.2464,0.2435,0.0029,0.0748,0.0875,-0.0126,0.00966,0.5233
