image,variant,gate,sign,theta,gate_mean,dists,lpips,psnr,ssim,rms,linf,zero_pair_frac,delta_within_1
task_env_weather_112463,pre_deliver,texture,coherent,0.08,0.58896,0.00542,0.042836,40.3754,0.99126,0.009577,0.153865,,
task_env_weather_112463,pre_deliver,texture,coherent,0.3,0.58896,0.013059,0.071059,37.61,0.983952,0.013167,0.194214,,
task_env_weather_112463,pre_deliver,texture,coherent,0.6,0.58896,0.048157,0.145982,33.6414,0.961632,0.020793,0.312454,,
task_env_weather_112463,pre_deliver,texture,coherent,1.2,0.58896,0.139172,0.317759,28.5169,0.884986,0.03751,0.624338,,
task_env_weather_112463,pre_deliver,texture,coherent,2.0,0.58896,0.232444,0.460061,24.6534,0.753459,0.058524,0.827807,,
task_env_weather_112463,pre_deliver,texture,coherent,3.1416,0.58896,0.304636,0.537571,21.6663,0.584837,0.082544,1.0,,
task_env_weather_112463,post_int,texture,random,0.08,0.58896,0.005797,0.042965,40.3525,0.99124,0.009602,0.153163,0.814825,0.997689
task_env_weather_112463,post_int,texture,random,0.3,0.58896,0.014654,0.070634,37.3067,0.982848,0.013635,0.218521,0.814825,0.983436
task_env_weather_112463,post_int,texture,random,0.6,0.58896,0.048925,0.148923,33.1221,0.956409,0.022074,0.389738,0.814825,0.969631
task_env_weather_112463,post_int,texture,random,1.2,0.58896,0.129429,0.310229,27.9315,0.872635,0.040126,0.607795,0.814825,0.948347
task_env_weather_112463,post_int,texture,random,2.0,0.58896,0.220248,0.450501,24.2162,0.743003,0.061544,0.94902,0.814825,0.926528
task_env_weather_112463,post_int,texture,random,3.1416,0.58896,0.293244,0.52921,21.4141,0.579884,0.084976,1.0,0.814825,0.899144
task_env_weather_112463,post_int,texture,coherent,0.08,0.58896,0.005846,0.042868,40.3522,0.991198,0.009602,0.155353,0.814825,0.997698
task_env_weather_112463,post_int,texture,coherent,0.3,0.58896,0.014803,0.073894,37.3185,0.982574,0.013616,0.204967,0.814825,0.983503
task_env_weather_112463,post_int,texture,coherent,0.6,0.58896,0.05165,0.15657,33.1645,0.955879,0.021967,0.352376,0.814825,0.969648
task_env_weather_112463,post_int,texture,coherent,1.2,0.58896,0.146401,0.334113,28.0037,0.871751,0.039794,0.628364,0.814825,0.948332
task_env_weather_112463,post_int,texture,coherent,2.0,0.58896,0.238823,0.463076,24.2702,0.740908,0.061163,0.907051,0.814825,0.926665
task_env_weather_112463,post_int,texture,coherent,3.1416,0.58896,0.305099,0.534862,21.4457,0.57715,0.084667,1.0,0.814825,0.899132
task_obj_remove_380621,pre_float,band,random,0.08,1.0,0.015192,0.012794,43.1212,0.997857,0.006981,0.107298,,
task_obj_remove_380621,pre_float,band,random,0.3,1.0,0.113476,0.130586,32.3053,0.973884,0.024251,0.388205,,
task_obj_remove_380621,pre_float,band,random,0.6,1.0,0.207411,0.307855,26.5031,0.904765,0.047298,0.744953,,
task_obj_remove_380621,pre_float,band,random,1.2,1.0,0.303792,0.510527,20.9131,0.694297,0.090021,1.0,,
task_obj_remove_380621,pre_float,band,random,2.0,1.0,0.347924,0.584305,17.4847,0.403343,0.133588,1.0,,
task_obj_remove_380621,pre_float,band,random,3.1416,1.0,0.338112,0.535272,16.0966,0.217449,0.156736,1.0,,
task_obj_remove_380621,pre_float,band,coherent,0.08,1.0,0.019365,0.016542,43.1503,0.997829,0.006957,0.109565,,
task_obj_remove_380621,pre_float,band,coherent,0.3,1.0,0.129757,0.162996,32.3687,0.973531,0.024075,0.365543,,
task_obj_remove_380621,pre_float,band,coherent,0.6,1.0,0.227526,0.342264,26.574,0.903381,0.046914,0.693824,,
task_obj_remove_380621,pre_float,band,coherent,1.2,1.0,0.311233,0.510479,20.9607,0.690672,0.089529,1.0,,
task_obj_remove_380621,pre_float,band,coherent,2.0,1.0,0.347302,0.581779,17.4951,0.401016,0.133427,1.0,,
task_obj_remove_380621,pre_float,band,coherent,3.1416,1.0,0.338112,0.535272,16.0966,0.217449,0.156736,1.0,,
task_obj_remove_380621,pre_deliver,band,random,0.08,1.0,0.01869,0.062667,36.789,0.99145,0.014472,0.146257,,
task_obj_remove_380621,pre_deliver,band,random,0.3,1.0,0.115878,0.162232,31.294,0.96799,0.027246,0.377939,,
task_obj_remove_380621,pre_deliver,band,random,0.6,1.0,0.207956,0.325912,26.2476,0.899742,0.04871,0.738099,,
task_obj_remove_380621,pre_deliver,band,random,1.2,1.0,0.30594,0.514525,20.8564,0.691456,0.090611,1.0,,
task_obj_remove_380621,pre_deliver,band,random,2.0,1.0,0.349683,0.58197,17.4756,0.403912,0.133727,1.0,,
task_obj_remove_380621,pre_deliver,band,random,3.1416,1.0,0.33739,0.536623,16.0973,0.219631,0.156724,1.0,,
task_obj_remove_380621,pre_deliver,band,coherent,0.08,1.0,0.022763,0.067194,36.7882,0.991419,0.014474,0.146257,,
task_obj_remove_380621,pre_deliver,band,coherent,0.3,1.0,0.131166,0.193641,31.3533,0.967533,0.02706,0.382786,,
task_obj_remove_380621,pre_deliver,band,coherent,0.6,1.0,0.228157,0.357244,26.3097,0.898335,0.048363,0.684288,,
task_obj_remove_380621,pre_deliver,band,coherent,1.2,1.0,0.312538,0.514145,20.9056,0.687702,0.090099,1.0,,
task_obj_remove_380621,pre_deliver,band,coherent,2.0,1.0,0.347905,0.58017,17.487,0.401457,0.133552,1.0,,
task_obj_remove_380621,pre_deliver,band,coherent,3.1416,1.0,0.33739,0.536621,16.0973,0.219631,0.156724,1.0,,
task_obj_remove_380621,post_int,band,random,0.08,1.0,0.014806,0.062142,36.8444,0.991667,0.01438,0.154246,0.740752,0.991496
task_obj_remove_380621,post_int,band,random,0.3,1.0,0.105205,0.157795,30.9977,0.96923,0.028191,0.423883,0.740752,0.960278
task_obj_remove_380621,post_int,band,random,0.6,1.0,0.204941,0.331573,25.8165,0.902102,0.051188,0.7312,0.740752,0.926955
task_obj_remove_380621,post_int,band,random,1.2,1.0,0.28998,0.517005,20.6825,0.700407,0.092443,1.0,0.740752,0.871969
task_obj_remove_380621,post_int,band,random,2.0,1.0,0.343582,0.58244,17.4977,0.411546,0.133388,1.0,0.740752,0.855896
task_obj_remove_380621,post_int,band,random,3.1416,1.0,0.33739,0.536621,16.0973,0.219631,0.156724,1.0,0.740752,0.802336
task_obj_remove_380621,post_int,band,coherent,0.08,1.0,0.017785,0.063733,36.8477,0.991606,0.014375,0.154246,0.740752,0.991507
task_obj_remove_380621,post_int,band,coherent,0.3,1.0,0.118226,0.182165,31.0478,0.968975,0.028029,0.411652,0.740752,0.960589
task_obj_remove_380621,post_int,band,coherent,0.6,1.0,0.215092,0.360141,25.8843,0.90234,0.05079,0.723731,0.740752,0.927118
task_obj_remove_380621,post_int,band,coherent,1.2,1.0,0.296205,0.516526,20.7469,0.702003,0.09176,1.0,0.740752,0.872227
task_obj_remove_380621,post_int,band,coherent,2.0,1.0,0.343267,0.579805,17.5455,0.416382,0.132656,1.0,0.740752,0.855108
task_obj_remove_380621,post_int,band,coherent,3.1416,1.0,0.33739,0.536621,16.0973,0.219631,0.156724,1.0,0.740752,0.802336
task_obj_remove_380621,pre_float,texture,random,0.08,0.53043,0.002286,0.002998,46.8553,0.999211,0.004541,0.077899,,
task_obj_remove_380621,pre_float,texture,random,0.3,0.53043,0.018959,0.026522,36.8469,0.991991,0.014376,0.226323,,
task_obj_remove_380621,pre_float,texture,random,0.6,0.53043,0.06044,0.09091,31.0782,0.969826,0.027931,0.455269,,
task_obj_remove_380621,pre_float,texture,random,1.2,0.53043,0.142732,0.262143,25.3732,0.891461,0.053869,0.835755,,
task_obj_remove_380621,pre_float,texture,random,2.0,0.53043,0.218813,0.421526,21.4412,0.748087,0.084711,1.0,,
task_obj_remove_380621,pre_float,texture,random,3.1416,0.53043,0.283315,0.510004,18.8393,0.56185,0.114297,1.0,,
task_obj_remove_380621,pre_float,texture,coherent,0.08,0.53043,0.002932,0.003208,46.8622,0.999205,0.004537,0.079329,,
task_obj_remove_380621,pre_float,texture,coherent,0.3,0.53043,0.022226,0.029467,36.8768,0.991922,0.014327,0.24063,,
task_obj_remove_380621,pre_float,texture,coherent,0.6,0.53043,0.064945,0.105708,31.1187,0.969546,0.027801,0.471121,,
task_obj_remove_380621,pre_float,texture,coherent,1.2,0.53043,0.15665,0.299387,25.4153,0.890457,0.053608,0.950958,,
task_obj_remove_380621,pre_float,texture,coherent,2.0,0.53043,0.235364,0.437859,21.4688,0.746257,0.084442,1.0,,
task_obj_remove_380621,pre_float,texture,coherent,3.1416,0.53043,0.289079,0.515716,18.8468,0.560118,0.114198,1.0,,
task_obj_remove_380621,pre_deliver,texture,random,0.08,0.53043,0.008418,0.055745,37.3888,0.992791,0.013507,0.143526,,
task_obj_remove_380621,pre_deliver,texture,random,0.3,0.53043,0.021468,0.072875,34.3709,0.985709,0.019118,0.269574,,
task_obj_remove_380621,pre_deliver,texture,random,0.6,0.53043,0.06327,0.126696,30.3094,0.963873,0.030516,0.469873,,
task_obj_remove_380621,pre_deliver,texture,random,1.2,0.53043,0.143231,0.280465,25.1802,0.886819,0.055079,0.850167,,
task_obj_remove_380621,pre_deliver,texture,random,2.0,0.53043,0.219981,0.42622,21.3777,0.745364,0.085333,1.0,,
task_obj_remove_380621,pre_deliver,texture,random,3.1416,0.53043,0.285386,0.511811,18.8216,0.56149,0.114531,1.0,,
task_obj_remove_380621,pre_deliver,texture,coherent,0.08,0.53043,0.00864,0.056511,37.3867,0.992761,0.01351,0.143526,,
task_obj_remove_380621,pre_deliver,texture,coherent,0.3,0.53043,0.025695,0.075434,34.3945,0.985636,0.019066,0.263375,,
task_obj_remove_380621,pre_deliver,texture,coherent,0.6,0.53043,0.069675,0.140381,30.3424,0.963582,0.0304,0.491342,,
task_obj_remove_380621,pre_deliver,texture,coherent,1.2,0.53043,0.15743,0.311751,25.2201,0.885705,0.054827,0.906418,,
task_obj_remove_380621,pre_deliver,texture,coherent,2.0,0.53043,0.235606,0.440758,21.4025,0.743596,0.085089,1.0,,
task_obj_remove_380621,pre_deliver,texture,coherent,3.1416,0.53043,0.289907,0.516649,18.829,0.559501,0.114433,1.0,,
task_obj_remove_380621,post_int,texture,random,0.08,0.53043,0.007941,0.055587,37.4164,0.992814,0.013464,0.138826,0.740752,0.997184
task_obj_remove_380621,post_int,texture,random,0.3,0.53043,0.01982,0.074247,34.0696,0.985284,0.019793,0.268288,0.740752,0.978301
task_obj_remove_380621,post_int,texture,random,0.6,0.53043,0.060932,0.128415,29.8193,0.962388,0.032287,0.553756,0.740752,0.956403
task_obj_remove_380621,post_int,texture,random,1.2,0.53043,0.135856,0.279661,24.7977,0.884227,0.057559,0.982013,0.740752,0.921779
task_obj_remove_380621,post_int,texture,random,2.0,0.53043,0.211978,0.423149,21.219,0.748615,0.086906,1.0,0.740752,0.889491
task_obj_remove_380621,post_int,texture,random,3.1416,0.53043,0.276,0.507251,18.7885,0.569695,0.114967,1.0,0.740752,0.854547
task_obj_remove_380621,post_int,texture,coherent,0.08,0.53043,0.008154,0.055415,37.4154,0.992778,0.013465,0.138826,0.740752,0.997169
task_obj_remove_380621,post_int,texture,coherent,0.3,0.53043,0.023675,0.076749,34.0713,0.985102,0.019789,0.291189,0.740752,0.978271
task_obj_remove_380621,post_int,texture,coherent,0.6,0.53043,0.063639,0.137758,29.8239,0.961976,0.03227,0.577872,0.740752,0.956528
task_obj_remove_380621,post_int,texture,coherent,1.2,0.53043,0.149066,0.306743,24.8138,0.884193,0.057453,1.0,0.740752,0.921765
task_obj_remove_380621,post_int,texture,coherent,2.0,0.53043,0.219062,0.43607,21.2468,0.749568,0.086628,1.0,0.740752,0.889846
task_obj_remove_380621,post_int,texture,coherent,3.1416,0.53043,0.276926,0.513227,18.8315,0.572691,0.1144,1.0,0.740752,0.854617
task_obj_swap_joint_mask_276754,pre_float,band,random,0.08,1.0,0.011788,0.008889,42.415,0.997613,0.007572,0.082685,,
task_obj_swap_joint_mask_276754,pre_float,band,random,0.3,1.0,0.103493,0.077979,31.8166,0.971486,0.025655,0.274111,,
task_obj_swap_joint_mask_276754,pre_float,band,random,0.6,1.0,0.206724,0.207457,26.0274,0.895006,0.049961,0.54554,,
task_obj_swap_joint_mask_276754,pre_float,band,random,1.2,1.0,0.291073,0.403679,20.4518,0.645705,0.094931,0.945098,,
task_obj_swap_joint_mask_276754,pre_float,band,random,2.0,1.0,0.308267,0.47076,17.0216,0.267325,0.140902,1.0,,
task_obj_swap_joint_mask_276754,pre_float,band,random,3.1416,1.0,0.262718,0.457292,15.7914,0.045427,0.162341,1.0,,
task_obj_swap_joint_mask_276754,pre_float,band,coherent,0.08,1.0,0.015048,0.009288,42.454,0.997626,0.007538,0.082353,,
task_obj_swap_joint_mask_276754,pre_float,band,coherent,0.3,1.0,0.114339,0.078854,31.8616,0.971626,0.025522,0.243437,,
task_obj_swap_joint_mask_276754,pre_float,band,coherent,0.6,1.0,0.220612,0.212593,26.0755,0.895277,0.049685,0.460017,,
task_obj_swap_joint_mask_276754,pre_float,band,coherent,1.2,1.0,0.292554,0.403696,20.4861,0.645385,0.094557,0.976471,,
task_obj_swap_joint_mask_276754,pre_float,band,coherent,2.0,1.0,0.315682,0.468382,17.037,0.267022,0.140653,1.0,,
task_obj_swap_joint_mask_276754,pre_float,band,coherent,3.1416,1.0,0.262718,0.457292,15.7914,0.045427,0.162341,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,band,random,0.08,1.0,0.016502,0.055707,33.8613,0.990305,0.020274,0.164406,,
task_obj_swap_joint_mask_276754,pre_deliver,band,random,0.3,1.0,0.106693,0.110294,29.9939,0.964835,0.031645,0.285335,,
task_obj_swap_joint_mask_276754,pre_deliver,band,random,0.6,1.0,0.207329,0.227633,25.5067,0.889381,0.053048,0.555935,,
task_obj_swap_joint_mask_276754,pre_deliver,band,random,1.2,1.0,0.293008,0.405895,20.328,0.642401,0.096294,0.945098,,
task_obj_swap_joint_mask_276754,pre_deliver,band,random,2.0,1.0,0.310052,0.4686,16.9902,0.267621,0.141413,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,band,random,3.1416,1.0,0.265565,0.455582,15.7741,0.04711,0.162665,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,band,coherent,0.08,1.0,0.017819,0.05681,33.8678,0.990369,0.020258,0.153711,,
task_obj_swap_joint_mask_276754,pre_deliver,band,coherent,0.3,1.0,0.116397,0.114066,30.0278,0.964999,0.031522,0.273909,,
task_obj_swap_joint_mask_276754,pre_deliver,band,coherent,0.6,1.0,0.22089,0.231084,25.5486,0.889543,0.052792,0.506831,,
task_obj_swap_joint_mask_276754,pre_deliver,band,coherent,1.2,1.0,0.293758,0.407585,20.3624,0.642344,0.095913,0.976471,,
task_obj_swap_joint_mask_276754,pre_deliver,band,coherent,2.0,1.0,0.319298,0.467989,17.0016,0.266973,0.141228,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,band,coherent,3.1416,1.0,0.265565,0.455582,15.7741,0.04711,0.162665,1.0,,
task_obj_swap_joint_mask_276754,post_int,band,random,0.08,1.0,0.018889,0.055921,33.9269,0.990181,0.020121,0.149566,0.600929,0.992841
task_obj_swap_joint_mask_276754,post_int,band,random,0.3,1.0,0.115656,0.116795,29.5592,0.960742,0.033269,0.309706,0.600929,0.941865
task_obj_swap_joint_mask_276754,post_int,band,random,0.6,1.0,0.214232,0.251584,24.523,0.875477,0.059409,0.560087,0.600929,0.888977
task_obj_swap_joint_mask_276754,post_int,band,random,1.2,1.0,0.290344,0.41693,19.7769,0.620704,0.102601,0.942206,0.600929,0.806088
task_obj_swap_joint_mask_276754,post_int,band,random,2.0,1.0,0.309654,0.469076,16.9304,0.268456,0.142391,1.0,0.600929,0.780547
task_obj_swap_joint_mask_276754,post_int,band,random,3.1416,1.0,0.265565,0.455582,15.7741,0.04711,0.162665,1.0,0.600929,0.68832
task_obj_swap_joint_mask_276754,post_int,band,coherent,0.08,1.0,0.022363,0.056479,33.9305,0.990212,0.020113,0.169572,0.600929,0.992868
task_obj_swap_joint_mask_276754,post_int,band,coherent,0.3,1.0,0.127744,0.119093,29.5738,0.960789,0.033213,0.295041,0.600929,0.941714
task_obj_swap_joint_mask_276754,post_int,band,coherent,0.6,1.0,0.230167,0.258779,24.5265,0.874343,0.059385,0.494137,0.600929,0.888779
task_obj_swap_joint_mask_276754,post_int,band,coherent,1.2,1.0,0.291903,0.413074,19.757,0.616317,0.102837,0.976471,0.600929,0.805644
task_obj_swap_joint_mask_276754,post_int,band,coherent,2.0,1.0,0.317292,0.463942,16.9194,0.265767,0.142571,1.0,0.600929,0.780811
task_obj_swap_joint_mask_276754,post_int,band,coherent,3.1416,1.0,0.265565,0.455582,15.7741,0.04711,0.162665,1.0,0.600929,0.68832
task_obj_swap_joint_mask_276754,pre_float,texture,random,0.08,0.77052,0.004061,0.006001,43.7898,0.998194,0.006463,0.072926,,
task_obj_swap_joint_mask_276754,pre_float,texture,random,0.3,0.77052,0.034088,0.051961,33.4947,0.979062,0.021148,0.214466,,
task_obj_swap_joint_mask_276754,pre_float,texture,random,0.6,0.77052,0.0997,0.150857,27.7122,0.921461,0.041152,0.419265,,
task_obj_swap_joint_mask_276754,pre_float,texture,random,1.2,0.77052,0.192803,0.335233,22.0856,0.723167,0.078654,0.841561,,
task_obj_swap_joint_mask_276754,pre_float,texture,random,2.0,0.77052,0.247146,0.436255,18.3991,0.38827,0.120239,1.0,,
task_obj_swap_joint_mask_276754,pre_float,texture,random,3.1416,0.77052,0.269177,0.471727,16.5798,0.120678,0.148255,1.0,,
task_obj_swap_joint_mask_276754,pre_float,texture,coherent,0.08,0.77052,0.005926,0.006089,43.8179,0.998195,0.006442,0.071589,,
task_obj_swap_joint_mask_276754,pre_float,texture,coherent,0.3,0.77052,0.036322,0.051061,33.5244,0.979069,0.021075,0.21414,,
task_obj_swap_joint_mask_276754,pre_float,texture,coherent,0.6,0.77052,0.102986,0.151634,27.7466,0.921488,0.040989,0.419265,,
task_obj_swap_joint_mask_276754,pre_float,texture,coherent,1.2,0.77052,0.210435,0.337866,22.1166,0.722782,0.078373,0.841561,,
task_obj_swap_joint_mask_276754,pre_float,texture,coherent,2.0,0.77052,0.267757,0.433924,18.4192,0.387741,0.11996,1.0,,
task_obj_swap_joint_mask_276754,pre_float,texture,coherent,3.1416,0.77052,0.273746,0.473033,16.5865,0.121443,0.14814,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,random,0.08,0.77052,0.011599,0.053062,34.0219,0.990888,0.019902,0.153994,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,random,0.3,0.77052,0.038041,0.088246,31.008,0.972213,0.028158,0.256154,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,random,0.6,0.77052,0.101856,0.174203,26.9488,0.915436,0.044932,0.438357,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,random,1.2,0.77052,0.194111,0.339436,21.8934,0.719071,0.080413,0.844499,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,random,2.0,0.77052,0.247516,0.434693,18.3477,0.387457,0.120953,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,random,3.1416,0.77052,0.269529,0.469522,16.5551,0.12201,0.148678,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,coherent,0.08,0.77052,0.01242,0.053711,34.029,0.990908,0.019886,0.148276,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,coherent,0.3,0.77052,0.039972,0.090546,31.0237,0.972252,0.028107,0.256154,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,coherent,0.6,0.77052,0.104213,0.173252,26.9814,0.915352,0.044764,0.425695,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,coherent,1.2,0.77052,0.210138,0.344462,21.9222,0.718734,0.080148,0.844499,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,coherent,2.0,0.77052,0.268263,0.433404,18.362,0.386957,0.120753,1.0,,
task_obj_swap_joint_mask_276754,pre_deliver,texture,coherent,3.1416,0.77052,0.27566,0.470778,16.5603,0.122817,0.148588,1.0,,
task_obj_swap_joint_mask_276754,post_int,texture,random,0.08,0.77052,0.012341,0.053483,34.0868,0.990773,0.019754,0.14877,0.600929,0.995382
task_obj_swap_joint_mask_276754,post_int,texture,random,0.3,0.77052,0.037065,0.091992,30.629,0.969201,0.029414,0.292685,0.600929,0.950099
task_obj_swap_joint_mask_276754,post_int,texture,random,0.6,0.77052,0.105094,0.191872,25.9008,0.90427,0.050694,0.466646,0.600929,0.901222
task_obj_swap_joint_mask_276754,post_int,texture,random,1.2,0.77052,0.199791,0.354962,21.3747,0.701881,0.085362,0.807843,0.600929,0.832543
task_obj_swap_joint_mask_276754,post_int,texture,random,2.0,0.77052,0.250401,0.434013,18.2309,0.387043,0.12259,1.0,0.600929,0.789045
task_obj_swap_joint_mask_276754,post_int,texture,random,3.1416,0.77052,0.274283,0.470003,16.5044,0.121655,0.149548,1.0,0.600929,0.708153
task_obj_swap_joint_mask_276754,post_int,texture,coherent,0.08,0.77052,0.012573,0.053693,34.0894,0.990798,0.019748,0.16085,0.600929,0.995364
task_obj_swap_joint_mask_276754,post_int,texture,coherent,0.3,0.77052,0.04439,0.092771,30.642,0.969123,0.02937,0.270567,0.600929,0.950076
task_obj_swap_joint_mask_276754,post_int,texture,coherent,0.6,0.77052,0.112702,0.193345,25.8982,0.903129,0.050709,0.456654,0.600929,0.90119
task_obj_swap_joint_mask_276754,post_int,texture,coherent,1.2,0.77052,0.217792,0.357456,21.3521,0.697497,0.085584,0.867855,0.600929,0.832034
task_obj_swap_joint_mask_276754,post_int,texture,coherent,2.0,0.77052,0.27166,0.430031,18.2163,0.383524,0.122796,1.0,0.600929,0.788964
task_obj_swap_joint_mask_276754,post_int,texture,coherent,3.1416,0.77052,0.276808,0.47138,16.5067,0.122397,0.149507,1.0,0.600929,0.708432
task_obj_swap_joint_mask_533428,pre_float,band,random,0.08,1.0,0.010238,0.01001,39.6703,0.996688,0.010386,0.109232,,
task_obj_swap_joint_mask_533428,pre_float,band,random,0.3,1.0,0.105737,0.104013,29.2326,0.963514,0.034544,0.395008,,
task_obj_swap_joint_mask_533428,pre_float,band,random,0.6,1.0,0.227652,0.283669,23.4838,0.873964,0.066959,0.705046,,
task_obj_swap_joint_mask_533428,pre_float,band,random,1.2,1.0,0.36292,0.516262,17.9482,0.622338,0.126645,0.984314,,
task_obj_swap_joint_mask_533428,pre_float,band,random,2.0,1.0,0.411377,0.609093,14.5806,0.295037,0.186626,1.0,,
task_obj_swap_joint_mask_533428,pre_float,band,random,3.1416,1.0,0.382953,0.575385,13.1641,0.087328,0.219681,1.0,,
task_obj_swap_joint_mask_533428,pre_float,band,coherent,0.08,1.0,0.011783,0.011458,39.7486,0.996753,0.010293,0.112415,,
task_obj_swap_joint_mask_533428,pre_float,band,coherent,0.3,1.0,0.124136,0.119454,29.315,0.964034,0.034218,0.396641,,
task_obj_swap_joint_mask_533428,pre_float,band,coherent,0.6,1.0,0.251258,0.304815,23.5442,0.874435,0.066495,0.743749,,
task_obj_swap_joint_mask_533428,pre_float,band,coherent,1.2,1.0,0.376034,0.523616,17.9863,0.621341,0.126092,0.992157,,
task_obj_swap_joint_mask_533428,pre_float,band,coherent,2.0,1.0,0.400666,0.609169,14.5999,0.294325,0.186211,1.0,,
task_obj_swap_joint_mask_533428,pre_float,band,coherent,3.1416,1.0,0.382953,0.575384,13.1641,0.087328,0.219681,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,band,random,0.08,1.0,0.013233,0.060402,34.5675,0.988893,0.01869,0.174504,,
task_obj_swap_joint_mask_533428,pre_deliver,band,random,0.3,1.0,0.108729,0.142309,28.4807,0.956691,0.037667,0.383181,,
task_obj_swap_joint_mask_533428,pre_deliver,band,random,0.6,1.0,0.228521,0.308397,23.2965,0.868962,0.068419,0.724871,,
task_obj_swap_joint_mask_533428,pre_deliver,band,random,1.2,1.0,0.364218,0.524845,17.9126,0.620135,0.127166,0.984314,,
task_obj_swap_joint_mask_533428,pre_deliver,band,random,2.0,1.0,0.411772,0.61142,14.5798,0.295727,0.186643,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,band,random,3.1416,1.0,0.38302,0.581725,13.1672,0.089624,0.219604,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,band,coherent,0.08,1.0,0.014236,0.061214,34.5934,0.98893,0.018635,0.174504,,
task_obj_swap_joint_mask_533428,pre_deliver,band,coherent,0.3,1.0,0.125653,0.155532,28.5396,0.956974,0.037413,0.414862,,
task_obj_swap_joint_mask_533428,pre_deliver,band,coherent,0.6,1.0,0.252667,0.327707,23.3465,0.868954,0.068026,0.747218,,
task_obj_swap_joint_mask_533428,pre_deliver,band,coherent,1.2,1.0,0.37872,0.53005,17.9488,0.618676,0.126636,0.992157,,
task_obj_swap_joint_mask_533428,pre_deliver,band,coherent,2.0,1.0,0.400923,0.611066,14.5975,0.294659,0.186263,1.0,,
task_obj_swap_joint_mask_533428,pre_deliver,band,coherent,3.1416,1.0,0.38302,0.581725,13.1672,0.089624,0.219604,1.0,,
task_obj_swap_joint_mask_533428,post_int,band,random,0.08,1.0,0.016309,0.061059,34.515,0.988617,0.018804,0.146815,0.675822,0.984328
task_obj_swap_joint_mask_533428,post_int,band,random,0.3,1.0,0.123108,0.153053,28.1327,0.95163,0.039207,0.379987,0.675822,0.942531
task_obj_swap_joint_mask_533428,post_int,band,random,0.6,1.0,0.248869,0.335315,22.7507,0.85214,0.072856,0.720629,0.675822,0.902248
task_obj_swap_joint_mask_533428,post_int,band,random,1.2,1.0,0.378549,0.54079,17.5845,0.597466,0.132061,1.0,0.675822,0.838065
task_obj_swap_joint_mask_533428,post_int,band,random,2.0,1.0,0.41192,0.613869,14.4854,0.289535,0.188681,1.0,0.675822,0.818819
task_obj_swap_joint_mask_533428,post_int,band,random,3.1416,1.0,0.38302,0.581725,13.1672,0.089624,0.219604,1.0,0.675822,0.749576
task_obj_swap_joint_mask_533428,post_int,band,coherent,0.08,1.0,0.018046,0.062928,34.5236,0.98853,0.018785,0.15126,0.675822,0.984331
task_obj_swap_joint_mask_533428,post_int,band,coherent,0.3,1.0,0.142017,0.165754,28.1645,0.95162,0.039064,0.396826,0.675822,0.942272
task_obj_swap_joint_mask_533428,post_int,band,coherent,0.6,1.0,0.265703,0.352593,22.7793,0.852185,0.072616,0.770467,0.675822,0.90189
task_obj_swap_joint_mask_533428,post_int,band,coherent,1.2,1.0,0.383237,0.545002,17.5856,0.597254,0.132044,0.992157,0.675822,0.838234
task_obj_swap_joint_mask_533428,post_int,band,coherent,2.0,1.0,0.4048,0.612572,14.4887,0.29068,0.18861,1.0,0.675822,0.818697
task_obj_swap_joint_mask_533428,post_int,band,coherent,3.1416,1.0,0.38302,0.581725,13.1672,0.089624,0.219604,1.0,0.675822,0.749576
task_obj_swap_joint_mask_533428,pre_float,texture,random,0.08,0.64339,0.003749,0.004101,42.8685,0.998418,0.007187,0.08301,,
task_obj_swap_joint_mask_533428,pre_float,texture,random,0.3,0.64339,0.01995,0.033973,33.5235,0.985468,0.021077,0.25786,,
task_obj_swap_joint_mask_533428,pre_float,texture,random,0.6,0.64339,0.060358,0.11494,27.8139,0.947311,0.040673,0.522268,,
task_obj_swap_joint_mask_533428,pre_float,texture,random,1.2,0.64339,0.164424,0.311906,22.1485,0.823169,0.078087,0.954958,,
task_obj_swap_joint_mask_533428,pre_float,texture,random,2.0,0.64339,0.254639,0.466599,18.2956,0.619305,0.12168,1.0,,
task_obj_swap_joint_mask_533428,pre_float,texture,random,3.1416,0.64339,0.311054,0.552709,15.6467,0.377651,0.165069,1.0,,
