image,condition,budget_target,variant,effect_mean,effect_sd,fid_lpips,fid_dists,fid_psnr,fid_ssim,fid_linf,fid_rms,amp_dev,clip_fraction,clip_mean,clip_max,scale,unreachable,edit_strength,seconds
cat_00,mist,native,pha,0.40605,0.02048,0.35032,0.12526,35.305,0.95366,0.17081,0.01717,0.007211,0.332148,0.00389718,0.065437,1.0,False,0.7,48.9
cat_00,mist,native,amp_s,0.54393,0.02847,0.50674,0.18636,25.024,0.84488,0.54374,0.05608,0.060458,0.030877,0.000419,0.326807,1.40039,False,0.7,64.8
cat_00,mist,native,pha_s,0.47701,0.03221,0.46761,0.18643,30.262,0.86668,0.30692,0.03068,0.013607,0.337224,0.00712118,0.142989,1.79688,False,0.7,80.7
cat_00,dia_r,native,full,0.37575,0.02755,0.30492,0.06785,40.886,0.99059,0.02353,0.00903,0.007721,0.0,0.0,0.0,1.0,False,0.7,16.9
cat_00,dia_r,native,amp,0.32911,0.04068,0.19931,0.04578,42.959,0.99454,0.04175,0.00711,0.007671,0.066971,0.00013176,0.018823,1.0,False,0.7,32.8
cat_00,dia_r,native,pha,0.27824,0.05139,0.15651,0.023,46.098,0.99675,0.03665,0.00495,0.001951,0.339245,0.00107397,0.019162,1.0,False,0.7,48.7
cat_00,dia_r,native,amp_s,0.35131,0.04212,0.23494,0.06786,40.637,0.99077,0.05455,0.00929,0.010012,0.067523,0.00017396,0.024595,1.30664,False,0.7,64.6
cat_00,dia_r,native,pha_s,0.33705,0.04716,0.26571,0.06784,40.463,0.98834,0.07041,0.00948,0.003979,0.343871,0.00209587,0.036808,1.9209,False,0.7,80.5
person_c_00,apa_weak,native,full,0.2508,0.02726,0.18523,0.08392,21.674,0.74811,0.58824,0.08247,0.275813,0.0,0.0,0.0,1.0,False,0.7,16.9
person_c_00,apa_weak,native,amp,0.3078,0.02139,0.25332,0.11964,22.399,0.77602,0.31961,0.07586,0.275813,0.0,0.0,0.0,1.0,False,0.7,32.8
person_c_00,apa_weak,native,pha,0.27958,0.07542,0.26288,0.0799,28.431,0.84667,0.4603,0.03788,0.022235,0.081518,0.00188253,0.148878,1.0,False,0.7,48.7
person_c_00,apa_weak,native,amp_s,0.26257,0.03388,0.17261,0.08394,24.478,0.83492,0.25157,0.05971,0.217095,0.0,0.0,0.0,0.78711,False,0.7,64.6
person_c_00,apa_weak,native,pha_s,0.2853,0.07372,0.27431,0.0839,28.06,0.83647,0.48142,0.03954,0.023399,0.085339,0.00206701,0.155891,1.0459,False,0.7,80.4
person_c_00,mist,native,full,0.66205,0.10585,0.59565,0.17435,26.962,0.80912,0.06275,0.04487,0.123895,0.0,0.0,0.0,1.0,False,0.7,16.8
person_c_00,mist,native,amp,0.42695,0.06708,0.35601,0.11885,29.46,0.8924,0.51562,0.03365,0.122128,0.018093,0.00027726,0.323014,1.0,False,0.7,32.6
person_c_00,mist,native,pha,0.3616,0.06901,0.33002,0.10862,31.481,0.89422,0.19199,0.02666,0.005291,0.021706,0.00022523,0.063243,1.0,False,0.7,48.5
person_c_00,mist,native,amp_s,0.48683,0.05195,0.45982,0.1744,26.825,0.82685,0.59224,0.04558,0.16465,0.032047,0.00067412,0.443855,1.36523,False,0.7,64.3
person_c_00,mist,native,pha_s,0.41222,0.05928,0.46398,0.17435,28.149,0.80485,0.28536,0.03914,0.030937,0.044943,0.00076612,0.103535,1.48633,False,0.7,80.1
person_c_00,dia_r,native,full,0.23305,0.04096,0.18303,0.02145,40.155,0.98827,0.02353,0.00982,0.025215,0.0,0.0,0.0,1.0,False,0.7,16.8
person_c_00,dia_r,native,amp,0.18983,0.05326,0.05726,0.01296,43.192,0.99409,0.07636,0.00692,0.025165,0.003067,9.91e-06,0.035939,1.0,False,0.7,32.7
person_c_00,dia_r,native,pha,0.15528,0.04084,0.0702,0.01269,43.32,0.99394,0.04575,0.00682,0.000395,0.00205,5.31e-06,0.012722,1.0,False,0.7,48.6
person_c_00,dia_r,native,amp_s,0.2516,0.07033,0.10725,0.02144,39.734,0.98713,0.11402,0.01031,0.037266,0.007126,3.406e-05,0.057531,1.49316,False,0.7,64.4
person_c_00,dia_r,native,pha_s,0.23979,0.06467,0.13956,0.02145,39.366,0.98522,0.07229,0.01076,0.007446,0.00595,2.569e-05,0.022739,1.58008,False,0.7,80.2
person_c_00,photoguard_c,native,full,0.44608,0.05089,0.29873,0.02336,40.832,0.98701,0.17255,0.00909,0.024179,0.0,0.0,0.0,1.0,False,0.7,16.8
person_c_00,photoguard_c,native,amp,0.23398,0.05626,0.08195,0.01457,43.546,0.99406,0.08507,0.00665,0.024163,0.000638,2e-06,0.055497,1.0,False,0.7,32.7
person_c_00,photoguard_c,native,pha,0.28413,0.05527,0.09879,0.01474,44.35,0.99479,0.07835,0.00606,0.000293,0.001418,3.22e-06,0.012639,1.0,False,0.7,48.6
person_c_00,photoguard_c,native,amp_s,0.30622,0.05881,0.15392,0.02336,39.834,0.98652,0.13052,0.01019,0.036822,0.001324,5.7e-06,0.093522,1.53418,False,0.7,64.4
person_c_00,photoguard_c,native,pha_s,0.34851,0.04174,0.18301,0.02337,40.278,0.98713,0.12548,0.00968,0.007238,0.004056,1.53e-05,0.029105,1.60156,False,0.7,80.3
cat_00,photoguard_c,native,full,0.50091,0.0356,0.40165,0.07473,40.839,0.98527,0.10588,0.00908,0.008077,0.0,0.0,0.0,1.0,False,0.7,16.8
cat_00,photoguard_c,native,amp,0.34739,0.03209,0.24,0.06012,42.556,0.99356,0.05611,0.00745,0.008039,0.055564,0.00010365,0.016109,1.0,False,0.7,32.6
cat_00,photoguard_c,native,pha,0.3541,0.05585,0.21777,0.0325,47.251,0.99657,0.05516,0.00434,0.002169,0.356269,0.00125018,0.022563,1.0,False,0.7,48.5
cat_00,photoguard_c,native,amp_s,0.38625,0.02311,0.26765,0.07475,40.887,0.9906,0.06801,0.00903,0.009738,0.055771,0.00012615,0.019523,1.21191,False,0.7,64.4
cat_00,photoguard_c,native,pha_s,0.43716,0.07872,0.32829,0.07474,42.262,0.98938,0.09826,0.00771,0.003791,0.359489,0.0022465,0.04019,1.78125,False,0.7,80.2
