image,condition,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
dog_03,add_out,adverse_cleaner,0.04429,0.01093,0.02774,0.01256,1.59652,False,699.1
dog_03,add_out,impress,0.04321,0.01144,0.02774,0.01256,1.5576,False,699.1
dog_03,phase_rand,identity,0.04788,0.01492,0.04788,0.01492,1.0,True,700.9
dog_03,phase_rand,blur1,0.06252,0.01746,0.04788,0.01492,1.30593,True,700.9
dog_03,phase_rand,noise0.05,0.07746,0.01442,0.04788,0.01492,1.61781,True,700.9
dog_03,phase_rand,quantize16,0.06299,0.01389,0.04788,0.01492,1.31569,True,700.9
dog_03,phase_rand,jpeg75,0.05103,0.01339,0.04788,0.01492,1.06594,True,700.9
dog_03,phase_rand,jpeg30,0.05772,0.01243,0.04788,0.01492,1.20555,True,700.9
dog_03,phase_rand,crop_resize0.1,0.15644,0.01316,0.04788,0.01492,3.26762,True,700.9
dog_03,phase_rand,jpeg_then_resize75,0.06497,0.01706,0.04788,0.01492,1.35703,True,700.9
dog_03,phase_rand,adverse_cleaner,0.04772,0.01305,0.04788,0.01492,0.99681,True,700.9
dog_03,phase_rand,impress,0.06091,0.00985,0.04788,0.01492,1.2722,True,700.9
