batch,image_id,condition,purify_dir,seed,tau,png,ring_px,g_ring,g_rest,seam
ip3_merged,bird_02,control,blur_2,1,,control/bird_02/purify/blur_2/edit_seed1.png,4384,0.08620133996009827,0.009862891398370266,8.739966453888165
ip3_merged,bird_02,control,blur_2,2,,control/bird_02/purify/blur_2/edit_seed2.png,4384,0.08173972368240356,0.013084418140351772,6.247104212477117
ip3_merged,bird_02,control,blur_2,3,,control/bird_02/purify/blur_2/edit_seed3.png,4384,0.08729294687509537,0.009212534874677658,9.475453614296326
ip3_merged,bird_02,control,blur_2,4,,control/bird_02/purify/blur_2/edit_seed4.png,4384,0.08601933717727661,0.011332524940371513,7.590482935611051
ip3_merged,bird_02,control,blur_3,0,,control/bird_02/purify/blur_3/edit_seed0.png,4384,0.08113893866539001,0.009930340573191643,8.170811269498254
ip3_merged,bird_02,control,blur_3,1,,control/bird_02/purify/blur_3/edit_seed1.png,4384,0.0818304792046547,0.009458551183342934,8.651481354645835
ip3_merged,bird_02,control,blur_3,2,,control/bird_02/purify/blur_3/edit_seed2.png,4384,0.07633349299430847,0.011085627600550652,6.885807077852479
ip3_merged,bird_02,control,blur_3,3,,control/bird_02/purify/blur_3/edit_seed3.png,4384,0.08239907771348953,0.00891608465462923,9.241621283923985
ip3_merged,bird_02,control,blur_3,4,,control/bird_02/purify/blur_3/edit_seed4.png,4384,0.08077074587345123,0.010653061792254448,7.58192784840293
ip3_merged,bird_02,control,crop_resize_0.1,0,,control/bird_02/purify/crop_resize_0.1/edit_seed0.png,4384,0.09111230075359344,0.021833108738064766,4.17312540539609
ip3_merged,bird_02,control,crop_resize_0.1,1,,control/bird_02/purify/crop_resize_0.1/edit_seed1.png,4384,0.08779872953891754,0.019026851281523705,4.61446448704709
ip3_merged,bird_02,control,crop_resize_0.1,2,,control/bird_02/purify/crop_resize_0.1/edit_seed2.png,4384,0.08550695329904556,0.02416926994919777,3.53783765412756
ip3_merged,bird_02,control,crop_resize_0.1,3,,control/bird_02/purify/crop_resize_0.1/edit_seed3.png,4384,0.08891495317220688,0.01749475672841072,5.082377226075564
ip3_merged,bird_02,control,crop_resize_0.1,4,,control/bird_02/purify/crop_resize_0.1/edit_seed4.png,4384,0.09401366859674454,0.021241916343569756,4.425856268151808
ip3_merged,bird_02,control,diffpure_150,0,,control/bird_02/purify/diffpure_150/edit_seed0.png,4384,0.09330392628908157,0.011240390129387379,8.300772946051367
ip3_merged,bird_02,control,diffpure_150,1,,control/bird_02/purify/diffpure_150/edit_seed1.png,4384,0.09668593853712082,0.011001143604516983,8.788717065507837
ip3_merged,bird_02,control,diffpure_150,2,,control/bird_02/purify/diffpure_150/edit_seed2.png,4384,0.08943698555231094,0.015539289452135563,5.7555389406830075
ip3_merged,bird_02,control,diffpure_150,3,,control/bird_02/purify/diffpure_150/edit_seed3.png,4384,0.09485100209712982,0.010264302603900433,9.24086182543824
ip3_merged,bird_02,control,diffpure_150,4,,control/bird_02/purify/diffpure_150/edit_seed4.png,4384,0.08783607184886932,0.012255016714334488,7.16735634853349
ip3_merged,bird_02,control,identity_0,0,,control/bird_02/purify/identity_0/edit_seed0.png,4384,0.10402851551771164,0.0290335975587368,3.5830391086483644
ip3_merged,bird_02,control,identity_0,1,,control/bird_02/purify/identity_0/edit_seed1.png,4384,0.10279789566993713,0.026463881134986877,3.884460300648494
ip3_merged,bird_02,control,identity_0,2,,control/bird_02/purify/identity_0/edit_seed2.png,4384,0.10146643221378326,0.032203420996665955,3.1507966878515226
ip3_merged,bird_02,control,identity_0,3,,control/bird_02/purify/identity_0/edit_seed3.png,4384,0.10545428842306137,0.024689747020602226,4.271177356943577
ip3_merged,bird_02,control,identity_0,4,,control/bird_02/purify/identity_0/edit_seed4.png,4384,0.1058347150683403,0.030571721494197845,3.461850033156507
ip3_merged,bird_02,control,jpeg_30,0,,control/bird_02/purify/jpeg_30/edit_seed0.png,4384,0.09456522017717361,0.021182075142860413,4.464398296172015
ip3_merged,bird_02,control,jpeg_30,1,,control/bird_02/purify/jpeg_30/edit_seed1.png,4384,0.10021904110908508,0.013904202729463577,7.207823638583521
ip3_merged,bird_02,control,jpeg_30,2,,control/bird_02/purify/jpeg_30/edit_seed2.png,4384,0.094879649579525,0.01654108799993992,5.735998114505504
ip3_merged,bird_02,control,jpeg_30,3,,control/bird_02/purify/jpeg_30/edit_seed3.png,4384,0.10223075747489929,0.012772690504789352,8.003854586202179
ip3_merged,bird_02,control,jpeg_30,4,,control/bird_02/purify/jpeg_30/edit_seed4.png,4384,0.10311733931303024,0.015012405812740326,6.8688084108091045
ip3_merged,bird_02,control,jpeg_75,0,,control/bird_02/purify/jpeg_75/edit_seed0.png,4384,0.10250039398670197,0.019504787400364876,5.25514028339445
ip3_merged,bird_02,control,jpeg_75,1,,control/bird_02/purify/jpeg_75/edit_seed1.png,4384,0.10005117952823639,0.018880203366279602,5.299263868467099
ip3_merged,bird_02,control,jpeg_75,2,,control/bird_02/purify/jpeg_75/edit_seed2.png,4384,0.1008978858590126,0.021363602951169014,4.722887150151397
ip3_merged,bird_02,control,jpeg_75,3,,control/bird_02/purify/jpeg_75/edit_seed3.png,4384,0.10311485081911087,0.017848804593086243,5.777129234696901
ip3_merged,bird_02,control,jpeg_75,4,,control/bird_02/purify/jpeg_75/edit_seed4.png,4384,0.10349833965301514,0.020881500095129013,4.956460943012327
ip3_merged,bird_02,control,noise_0.01,0,,control/bird_02/purify/noise_0.01/edit_seed0.png,4384,0.10468415170907974,0.030250919982790947,3.4605278705121085
ip3_merged,bird_02,control,noise_0.01,1,,control/bird_02/purify/noise_0.01/edit_seed1.png,4384,0.10470928996801376,0.028151724487543106,3.7194627282725334
ip3_merged,bird_02,control,noise_0.01,2,,control/bird_02/purify/noise_0.01/edit_seed2.png,4384,0.1034008115530014,0.033670734614133835,3.0709401721694913
ip3_merged,bird_02,control,noise_0.01,3,,control/bird_02/purify/noise_0.01/edit_seed3.png,4384,0.10666614770889282,0.025955799967050552,4.109530349451744
ip3_merged,bird_02,control,noise_0.01,4,,control/bird_02/purify/noise_0.01/edit_seed4.png,4384,0.10755322128534317,0.031999360769987106,3.3611053063978598
ip3_merged,bird_02,control,noise_0.02,0,,control/bird_02/purify/noise_0.02/edit_seed0.png,4384,0.10691830515861511,0.03337948024272919,3.203114739388561
ip3_merged,bird_02,control,noise_0.02,1,,control/bird_02/purify/noise_0.02/edit_seed1.png,4384,0.10734438896179199,0.031001877039670944,3.462512570591479
ip3_merged,bird_02,control,noise_0.02,2,,control/bird_02/purify/noise_0.02/edit_seed2.png,4384,0.10667412728071213,0.036808501929044724,2.898083912416389
ip3_merged,bird_02,control,noise_0.02,3,,control/bird_02/purify/noise_0.02/edit_seed3.png,4384,0.10925568640232086,0.028723904862999916,3.8036501974025207
ip3_merged,bird_02,control,noise_0.02,4,,control/bird_02/purify/noise_0.02/edit_seed4.png,4384,0.10883530974388123,0.03496534004807472,3.112662699525897
ip3_merged,bird_02,control,noise_0.04,0,,control/bird_02/purify/noise_0.04/edit_seed0.png,4384,0.11051258444786072,0.04287484660744667,2.577562211701685
ip3_merged,bird_02,control,noise_0.04,1,,control/bird_02/purify/noise_0.04/edit_seed1.png,4384,0.11237264424562454,0.03933322802186012,2.8569392825621
ip3_merged,bird_02,control,noise_0.04,2,,control/bird_02/purify/noise_0.04/edit_seed2.png,4384,0.1130661815404892,0.04654207453131676,2.429332656076823
ip3_merged,bird_02,control,noise_0.04,3,,control/bird_02/purify/noise_0.04/edit_seed3.png,4384,0.11428676545619965,0.03665051981806755,3.11828497995436
ip3_merged,bird_02,control,noise_0.04,4,,control/bird_02/purify/noise_0.04/edit_seed4.png,4384,0.11452765762805939,0.04484865441918373,2.5536475756354218
ip3_merged,bird_02,control,noise_0.08,0,,control/bird_02/purify/noise_0.08/edit_seed0.png,4384,0.123052679002285,0.06891629099845886,1.7855383280135717
ip3_merged,bird_02,control,noise_0.08,1,,control/bird_02/purify/noise_0.08/edit_seed1.png,4384,0.12216763943433762,0.062375377863645554,1.9585875648144326
ip3_merged,bird_02,control,noise_0.08,2,,control/bird_02/purify/noise_0.08/edit_seed2.png,4384,0.13121604919433594,0.07261653989553452,1.8069719293029127
ip3_merged,bird_02,control,noise_0.08,3,,control/bird_02/purify/noise_0.08/edit_seed3.png,4384,0.12767671048641205,0.06007570028305054,2.1252637902655316
ip3_merged,bird_02,control,noise_0.08,4,,control/bird_02/purify/noise_0.08/edit_seed4.png,4384,0.1273893415927887,0.06935777515172958,1.8366987884791164
ip3_merged,bird_02,control,quantize_16,0,,control/bird_02/purify/quantize_16/edit_seed0.png,4384,0.10469719022512436,0.032302871346473694,3.241110955808376
ip3_merged,bird_02,control,quantize_16,1,,control/bird_02/purify/quantize_16/edit_seed1.png,4384,0.1030067577958107,0.029030216857790947,3.548260018187442
ip3_merged,bird_02,control,quantize_16,2,,control/bird_02/purify/quantize_16/edit_seed2.png,4384,0.10376852005720139,0.03449586033821106,3.0081441378708567
ip3_merged,bird_02,control,quantize_16,3,,control/bird_02/purify/quantize_16/edit_seed3.png,4384,0.10574870556592941,0.026887288317084312,3.933037215163724
ip3_merged,bird_02,control,quantize_16,4,,control/bird_02/purify/quantize_16/edit_seed4.png,4384,0.10665365308523178,0.033107709139585495,3.2214144637905644
ip3_merged,bird_02,control,quantize_32,0,,control/bird_02/purify/quantize_32/edit_seed0.png,4384,0.10418923199176788,0.030026305466890335,3.4699317938617575
ip3_merged,bird_02,control,quantize_32,1,,control/bird_02/purify/quantize_32/edit_seed1.png,4384,0.1031341403722763,0.026802338659763336,3.847953034303872
ip3_merged,bird_02,control,quantize_32,2,,control/bird_02/purify/quantize_32/edit_seed2.png,4384,0.10204999148845673,0.032871000468730927,3.104559947468999
ip3_merged,bird_02,control,quantize_32,3,,control/bird_02/purify/quantize_32/edit_seed3.png,4384,0.10558219254016876,0.025221457704901695,4.186205007478583
ip3_merged,bird_02,control,quantize_32,4,,control/bird_02/purify/quantize_32/edit_seed4.png,4384,0.10624704509973526,0.031081371009349823,3.4183513033506236
ip3_merged,bird_02,control,quantize_64,0,,control/bird_02/purify/quantize_64/edit_seed0.png,4384,0.10400758683681488,0.029023947194218636,3.583509373857063
ip3_merged,bird_02,control,quantize_64,1,,control/bird_02/purify/quantize_64/edit_seed1.png,4384,0.10308441519737244,0.026518071070313454,3.88732705799155
ip3_merged,bird_02,control,quantize_64,2,,control/bird_02/purify/quantize_64/edit_seed2.png,4384,0.10255585610866547,0.0320289209485054,3.2019766221144312
ip3_merged,bird_02,control,quantize_64,3,,control/bird_02/purify/quantize_64/edit_seed3.png,4384,0.10527832806110382,0.02469245344400406,4.263583134816764
ip3_merged,bird_02,control,quantize_64,4,,control/bird_02/purify/quantize_64/edit_seed4.png,4384,0.10607127845287323,0.030550256371498108,3.4720258043998786
ip3_merged,bird_02,control,quantize_8,0,,control/bird_02/purify/quantize_8/edit_seed0.png,4384,0.10137586295604706,0.03743751719594002,2.707868217474661
ip3_merged,bird_02,control,quantize_8,1,,control/bird_02/purify/quantize_8/edit_seed1.png,4384,0.10371378064155579,0.03000236488878727,3.4568535189143224
ip3_merged,bird_02,control,quantize_8,2,,control/bird_02/purify/quantize_8/edit_seed2.png,4384,0.0933092013001442,0.03874686732888222,2.4081740727098935
ip3_merged,bird_02,control,quantize_8,3,,control/bird_02/purify/quantize_8/edit_seed3.png,4384,0.10591849684715271,0.029278762638568878,3.6175878794695513
ip3_merged,bird_02,control,quantize_8,4,,control/bird_02/purify/quantize_8/edit_seed4.png,4384,0.1090373620390892,0.032670922577381134,3.337443617664424
ip3_merged,bird_02,N1,adverse_cleaner_0,0,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed0.png,4384,0.09856747835874557,0.017654767259955406,5.5830516997138
ip3_merged,bird_02,N1,adverse_cleaner_0,1,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed1.png,4384,0.09742951393127441,0.015084764920175076,6.458802271487015
ip3_merged,bird_02,N1,adverse_cleaner_0,2,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed2.png,4384,0.09309777617454529,0.021519269794225693,4.326251637010769
ip3_merged,bird_02,N1,adverse_cleaner_0,3,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed3.png,4384,0.09741661697626114,0.014815298840403557,6.575406815999642
ip3_merged,bird_02,N1,adverse_cleaner_0,4,0.2,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.2_seed4.png,4384,0.10047866404056549,0.017572177574038506,5.718054214806862
ip3_merged,bird_02,N1,adverse_cleaner_0,0,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed0.png,4384,0.10092394053936005,0.017746593803167343,5.686947121162346
ip3_merged,bird_02,N1,adverse_cleaner_0,1,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed1.png,4384,0.09813953936100006,0.01637655310332775,5.992685929803988
ip3_merged,bird_02,N1,adverse_cleaner_0,2,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed2.png,4384,0.09502170234918594,0.02101903036236763,4.520746233818299
ip3_merged,bird_02,N1,adverse_cleaner_0,3,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed3.png,4384,0.09762036055326462,0.015982773154973984,6.107848719787672
ip3_merged,bird_02,N1,adverse_cleaner_0,4,0.35,N1/bird_02/purify/adverse_cleaner_0/edit_tau0.35_seed4.png,4384,0.10092530399560928,0.01839589700102806,5.486294253004844
ip3_merged,bird_02,N1,blur_0.5,0,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed0.png,4384,0.10167296975851059,0.018981987610459328,5.356286804364335
ip3_merged,bird_02,N1,blur_0.5,1,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed1.png,4384,0.10069993138313293,0.016882237046957016,5.964845245511102
ip3_merged,bird_02,N1,blur_0.5,2,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed2.png,4384,0.09718497842550278,0.02177533693611622,4.463075759085655
ip3_merged,bird_02,N1,blur_0.5,3,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed3.png,4384,0.1029481291770935,0.016365915536880493,6.290398416458921
ip3_merged,bird_02,N1,blur_0.5,4,0.2,N1/bird_02/purify/blur_0.5/edit_tau0.2_seed4.png,4384,0.10271815955638885,0.019223593175411224,5.343338189645784
ip3_merged,bird_02,N1,blur_1,0,0.2,N1/bird_02/purify/blur_1/edit_tau0.2_seed0.png,4384,0.09227977693080902,0.010871968232095242,8.487863003351041
ip3_merged,bird_02,N1,blur_1,1,0.2,N1/bird_02/purify/blur_1/edit_tau0.2_seed1.png,4384,0.09111384302377701,0.01040321122854948,8.758242144861363
ip3_merged,bird_02,N1,blur_1,2,0.2,N1/bird_02/purify/blur_1/edit_tau0.2_seed2.png,4384,0.08457973599433899,0.014646472409367561,5.7747513278517255
ip3_merged,bird_02,N1,blur_1,3,0.2,N1/bird_02/purify/blur_1/edit_tau0.2_seed3.png,4384,0.0915159210562706,0.010163848288357258,9.004062089464929
ip3_merged,bird_02,N1,blur_1,4,0.2,N1/bird_02/purify/blur_1/edit_tau0.2_seed4.png,4384,0.09248310327529907,0.012337718158960342,7.495964981833587
ip3_merged,bird_02,N1,blur_2,0,0.2,N1/bird_02/purify/blur_2/edit_tau0.2_seed0.png,4384,0.07884729653596878,0.009738530032336712,8.096426901612148
ip3_merged,bird_02,N1,blur_2,1,0.2,N1/bird_02/purify/blur_2/edit_tau0.2_seed1.png,4384,0.08017367124557495,0.009744341485202312,8.227715681693434
ip3_merged,bird_02,N1,blur_2,2,0.2,N1/bird_02/purify/blur_2/edit_tau0.2_seed2.png,4384,0.07408736646175385,0.011412359774112701,6.491853387746362
ip3_merged,bird_02,N1,blur_2,3,0.2,N1/bird_02/purify/blur_2/edit_tau0.2_seed3.png,4384,0.07910370826721191,0.009371329098939896,8.44103407660289
ip3_merged,bird_02,N1,blur_2,4,0.2,N1/bird_02/purify/blur_2/edit_tau0.2_seed4.png,4384,0.08012858033180237,0.011329053901135921,7.072839535503329
ip3_merged,bird_02,N1,blur_3,0,0.2,N1/bird_02/purify/blur_3/edit_tau0.2_seed0.png,4384,0.07774478197097778,0.009586501866579056,8.109817642868828
ip3_merged,bird_02,N1,blur_3,1,0.2,N1/bird_02/purify/blur_3/edit_tau0.2_seed1.png,4384,0.07955954223871231,0.009328099898993969,8.529019103589658
ip3_merged,bird_02,N1,blur_3,2,0.2,N1/bird_02/purify/blur_3/edit_tau0.2_seed2.png,4384,0.07357858866453171,0.010873083956539631,6.767039504029376
ip3_merged,bird_02,N1,blur_3,3,0.2,N1/bird_02/purify/blur_3/edit_tau0.2_seed3.png,4384,0.0784919410943985,0.008925708010792732,8.793917636504364
ip3_merged,bird_02,N1,blur_3,4,0.2,N1/bird_02/purify/blur_3/edit_tau0.2_seed4.png,4384,0.07886935770511627,0.010669001378118992,7.392384245714795
ip3_merged,bird_02,N1,crop_resize_0.1,0,0.2,N1/bird_02/purify/crop_resize_0.1/edit_tau0.2_seed0.png,4384,0.09138648211956024,0.018909014761447906,4.832958420757115
ip3_merged,bird_02,N1,crop_resize_0.1,1,0.2,N1/bird_02/purify/crop_resize_0.1/edit_tau0.2_seed1.png,4384,0.08808344602584839,0.016849752515554428,5.227580995301643
ip3_merged,bird_02,N1,crop_resize_0.1,2,0.2,N1/bird_02/purify/crop_resize_0.1/edit_tau0.2_seed2.png,4384,0.08751379698514938,0.020798716694116592,4.207653687109683
ip3_merged,bird_02,N1,crop_resize_0.1,3,0.2,N1/bird_02/purify/crop_resize_0.1/edit_tau0.2_seed3.png,4384,0.08967500925064087,0.015630150213837624,5.737309496312463
ip3_merged,bird_02,N1,crop_resize_0.1,4,0.2,N1/bird_02/purify/crop_resize_0.1/edit_tau0.2_seed4.png,4384,0.0926339253783226,0.019026735797524452,4.868618893124857
ip3_merged,bird_02,N1,crop_resize_0.1,0,0.35,N1/bird_02/purify/crop_resize_0.1/edit_tau0.35_seed0.png,4384,0.09230680018663406,0.01971590146422386,4.68184527875291
ip3_merged,bird_02,N1,crop_resize_0.1,1,0.35,N1/bird_02/purify/crop_resize_0.1/edit_tau0.35_seed1.png,4384,0.08799537271261215,0.017741722986102104,4.959798593493028
ip3_merged,bird_02,N1,crop_resize_0.1,2,0.35,N1/bird_02/purify/crop_resize_0.1/edit_tau0.35_seed2.png,4384,0.08542352169752121,0.02224523201584816,3.8400822988343286
ip3_merged,bird_02,N1,crop_resize_0.1,3,0.35,N1/bird_02/purify/crop_resize_0.1/edit_tau0.35_seed3.png,4384,0.08995858579874039,0.01673564501106739,5.375268520529097
ip3_merged,bird_02,N1,crop_resize_0.1,4,0.35,N1/bird_02/purify/crop_resize_0.1/edit_tau0.35_seed4.png,4384,0.09295511245727539,0.019368525594472885,4.799286967088584
ip3_merged,bird_02,N1,diffpure_150,0,0.2,N1/bird_02/purify/diffpure_150/edit_tau0.2_seed0.png,4384,0.09157636761665344,0.010906294919550419,8.39665241882423
ip3_merged,bird_02,N1,diffpure_150,1,0.2,N1/bird_02/purify/diffpure_150/edit_tau0.2_seed1.png,4384,0.08611190319061279,0.01030568964779377,8.355763285482551
ip3_merged,bird_02,N1,diffpure_150,2,0.2,N1/bird_02/purify/diffpure_150/edit_tau0.2_seed2.png,4384,0.08245981484651566,0.013602475635707378,6.062118180168124
ip3_merged,bird_02,N1,diffpure_150,3,0.2,N1/bird_02/purify/diffpure_150/edit_tau0.2_seed3.png,4384,0.09622599184513092,0.010328014381229877,9.316988560745223
ip3_merged,bird_02,N1,diffpure_150,4,0.2,N1/bird_02/purify/diffpure_150/edit_tau0.2_seed4.png,4384,0.09233535081148148,0.01191714033484459,7.748113072185754
ip3_merged,bird_02,N1,diffpure_150,0,0.35,N1/bird_02/purify/diffpure_150/edit_tau0.35_seed0.png,4384,0.09784705191850662,0.012036999687552452,8.128857228408085
ip3_merged,bird_02,N1,diffpure_150,1,0.35,N1/bird_02/purify/diffpure_150/edit_tau0.35_seed1.png,4384,0.0970621332526207,0.01131545752286911,8.57783550125598
ip3_merged,bird_02,N1,diffpure_150,2,0.35,N1/bird_02/purify/diffpure_150/edit_tau0.35_seed2.png,4384,0.08373400568962097,0.013969180174171925,5.994196126444093
ip3_merged,bird_02,N1,diffpure_150,3,0.35,N1/bird_02/purify/diffpure_150/edit_tau0.35_seed3.png,4384,0.10071613639593124,0.011025928892195225,9.13448085695744
ip3_merged,bird_02,N1,diffpure_150,4,0.35,N1/bird_02/purify/diffpure_150/edit_tau0.35_seed4.png,4384,0.08835984766483307,0.013287341222167015,6.649926888113932
ip3_merged,bird_02,N1,identity_0,0,0.05,N1/bird_02/purify/identity_0/edit_tau0.05_seed0.png,4384,0.10371427237987518,0.026022648438811302,3.98553869809774
ip3_merged,bird_02,N1,identity_0,1,0.05,N1/bird_02/purify/identity_0/edit_tau0.05_seed1.png,4384,0.10178402811288834,0.023196721449494362,4.38786266992515
ip3_merged,bird_02,N1,identity_0,2,0.05,N1/bird_02/purify/identity_0/edit_tau0.05_seed2.png,4384,0.10210229456424713,0.02815953455865383,3.625851640110636
ip3_merged,bird_02,N1,identity_0,3,0.05,N1/bird_02/purify/identity_0/edit_tau0.05_seed3.png,4384,0.10449700057506561,0.021810904145240784,4.791043960360865
ip3_merged,bird_02,N1,identity_0,4,0.05,N1/bird_02/purify/identity_0/edit_tau0.05_seed4.png,4384,0.1056843250989914,0.027000442147254944,3.91417016516287
ip3_merged,bird_02,N1,identity_0,0,0.1,N1/bird_02/purify/identity_0/edit_tau0.1_seed0.png,4384,0.10411830246448517,0.025678692385554314,4.054657491946805
ip3_merged,bird_02,N1,identity_0,1,0.1,N1/bird_02/purify/identity_0/edit_tau0.1_seed1.png,4384,0.10187835246324539,0.022909237071871758,4.447042568184555
ip3_merged,bird_02,N1,identity_0,2,0.1,N1/bird_02/purify/identity_0/edit_tau0.1_seed2.png,4384,0.10250622779130936,0.027144065126776695,3.776377167994283
ip3_merged,bird_02,N1,identity_0,3,0.1,N1/bird_02/purify/identity_0/edit_tau0.1_seed3.png,4384,0.10436445474624634,0.02166355587542057,4.817512662575309
ip3_merged,bird_02,N1,identity_0,4,0.1,N1/bird_02/purify/identity_0/edit_tau0.1_seed4.png,4384,0.10535848140716553,0.02680934965610504,3.9299155987983183
ip3_merged,bird_02,N1,identity_0,0,0.2,N1/bird_02/purify/identity_0/edit_tau0.2_seed0.png,4384,0.10403382778167725,0.025156721472740173,4.135428692264543
ip3_merged,bird_02,N1,identity_0,1,0.2,N1/bird_02/purify/identity_0/edit_tau0.2_seed1.png,4384,0.10221926867961884,0.02207043766975403,4.631501658877527
ip3_merged,bird_02,N1,identity_0,2,0.2,N1/bird_02/purify/identity_0/edit_tau0.2_seed2.png,4384,0.09964346140623093,0.0283959973603487,3.509067145687582
ip3_merged,bird_02,N1,identity_0,3,0.2,N1/bird_02/purify/identity_0/edit_tau0.2_seed3.png,4384,0.10396093875169754,0.02125721424818039,4.890619134659028
ip3_merged,bird_02,N1,identity_0,4,0.2,N1/bird_02/purify/identity_0/edit_tau0.2_seed4.png,4384,0.10488660633563995,0.025079671293497086,4.182136404747698
ip3_merged,bird_02,N1,identity_0,0,0.35,N1/bird_02/purify/identity_0/edit_tau0.35_seed0.png,4384,0.10480505973100662,0.02653496526181698,3.9496965116369673
ip3_merged,bird_02,N1,identity_0,1,0.35,N1/bird_02/purify/identity_0/edit_tau0.35_seed1.png,4384,0.1030668318271637,0.023647651076316833,4.358438455241981
ip3_merged,bird_02,N1,identity_0,2,0.35,N1/bird_02/purify/identity_0/edit_tau0.35_seed2.png,4384,0.09927623718976974,0.029393602162599564,3.3774777463678434
ip3_merged,bird_02,N1,identity_0,3,0.35,N1/bird_02/purify/identity_0/edit_tau0.35_seed3.png,4384,0.1031997799873352,0.022941339761018753,4.4984199293665155
ip3_merged,bird_02,N1,identity_0,4,0.35,N1/bird_02/purify/identity_0/edit_tau0.35_seed4.png,4384,0.10497724264860153,0.026503007858991623,3.9609557981920194
ip3_merged,bird_02,N1,jpeg_30,0,0.2,N1/bird_02/purify/jpeg_30/edit_tau0.2_seed0.png,4384,0.1010998785495758,0.01428795512765646,7.075881583214239
ip3_merged,bird_02,N1,jpeg_30,1,0.2,N1/bird_02/purify/jpeg_30/edit_tau0.2_seed1.png,4384,0.09922931343317032,0.014791445806622505,6.708560794560248
ip3_merged,bird_02,N1,jpeg_30,2,0.2,N1/bird_02/purify/jpeg_30/edit_tau0.2_seed2.png,4384,0.09727487713098526,0.014355111867189407,6.7763231684261855
ip3_merged,bird_02,N1,jpeg_30,3,0.2,N1/bird_02/purify/jpeg_30/edit_tau0.2_seed3.png,4384,0.1019069105386734,0.013629120774567127,7.47714487414615
ip3_merged,bird_02,N1,jpeg_30,4,0.2,N1/bird_02/purify/jpeg_30/edit_tau0.2_seed4.png,4384,0.10106908529996872,0.015959570184350014,6.332820002826722
