method,model,edit_method,image_id,prompt_idx,psnr,ssim,vifp,fsim,lpips,clip,peak_memory_mb,elapsed_sec
pg_enc,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,0,10.526573181152344,0.17873486876487732,0.09357407192389171,0.4503726661205292,0.8866589665412903,0.2913448214530945,8202.305536,3.12
advdiff,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,0,12.665947596232096,0.4796139895915985,0.21959882974624634,0.6828934152921041,0.6914876302083334,0.2937905589739482,6980.593664,3.19
apa,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,0,15.597210566202799,0.6394855578740438,0.4331369499365489,0.8362584312756857,0.46029959122339886,0.244756817817688,21417.723904,64.78
hybrid,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,0,12.8092041015625,0.35754839579264325,0.19840933879216513,0.6012262503306071,0.6368967493375143,0.2872062722841899,21415.507968,59.54
pg_enc,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,1,9.698418617248535,0.2241801917552948,0.08399567504723866,0.4757496813933055,0.8827723662058512,0.31815030177434284,8202.305536,3.12
advdiff,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,1,10.9938383102417,0.4425796866416931,0.12794418136278787,0.6324023803075155,0.7472249269485474,0.32135239243507385,6980.593664,3.19
apa,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,1,14.035482088724772,0.5237101117769877,0.2654011199871699,0.6900345881779989,0.5703256924947103,0.2866832911968231,21417.723904,64.78
hybrid,CompVis/stable-diffusion-v1-4,sdedit,placeholder_004,1,12.28643767038981,0.4176083008448283,0.18719192842642465,0.6324537793795267,0.5973929365475973,0.29449358582496643,21415.507968,59.54
pg_enc,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,0,13.293672561645508,0.32812034090360004,0.1418325329820315,0.5480015079180399,0.8901242017745972,0.303355077902476,8202.305536,3.12
advdiff,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,0,13.916505813598633,0.5239240328470866,0.21514524519443512,0.7038239041964213,0.8555611570676168,0.28359826405843097,6980.593664,3.21
apa,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,0,19.05006217956543,0.8156078855196635,0.6221989989280701,0.9276425441106161,0.3557217518488566,0.22712659339110056,21417.723904,65.79
hybrid,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,0,13.80479621887207,0.4352437158425649,0.23798805475234985,0.646896223227183,0.7336198488871256,0.2900398075580597,21415.507968,59.74
pg_enc,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,1,12.841163317362467,0.4763878583908081,0.0993210921684901,0.6521329681078593,0.964617927869161,0.33694425225257874,8202.305536,3.12
advdiff,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,1,12.797682444254557,0.544697105884552,0.08076241239905357,0.707339366277059,0.9142816861470541,0.3066791494687398,6980.593664,3.21
apa,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,1,16.34989325205485,0.6772309939066569,0.4034372369448344,0.836879034837087,0.4436294237772624,0.2476333479086558,21417.723904,65.79
hybrid,CompVis/stable-diffusion-v1-4,sdedit,placeholder_005,1,11.874297459920248,0.4010510742664337,0.17864772925774255,0.6307810346285502,0.7448742389678955,0.3114641805489858,21415.507968,59.74
