image_id,op,dtype,psnr,linf,ssim,vif_p,fsim,lpips,dists,acutance_ratio,rms,frac_gt_16_255,k_inv,t_max,exact_inversion
cat_02,recon,bf16,25.056364059448242,0.6401960849761963,0.780613899230957,0.2484995722770691,0.865568220615387,0.4344886541366577,0.2231208086013794,0.329157292842865,0.05587030574679375,0.2352336347103119,10,500,False
dog_03,recon,bf16,27.287702560424805,0.4406096935272217,0.8706345558166504,0.5115587115287781,0.9195885062217712,0.26343220472335815,0.11539465188980103,0.4357592761516571,0.04321293905377388,0.12038294970989227,10,500,False
bird_03,recon,bf16,36.33839416503906,0.37415748834609985,0.9847790598869324,0.6144852638244629,0.9935060739517212,0.11602131277322769,0.02260524034500122,0.8270907402038574,0.015243018046021461,0.008999506942927837,10,500,True
cat_02,recon,bf16,29.451587677001953,0.3322993516921997,0.9483693838119507,0.365790456533432,0.9802727699279785,0.22348064184188843,0.03646695613861084,0.6667333841323853,0.033683620393276215,0.06706905364990234,10,500,True
dog_03,recon,bf16,33.18479919433594,0.32005974650382996,0.9816892147064209,0.5988097190856934,0.9917206764221191,0.101642906665802,0.008942246437072754,0.8447938561439514,0.02191571146249771,0.02314790152013302,10,500,True
bird_03,recon,bf16,32.93370056152344,0.3837546110153198,0.9485649466514587,0.6278902292251587,0.9496558308601379,0.17529824376106262,0.06769531965255737,0.6202465295791626,0.022558532655239105,0.021429061889648438,10,300,False
cat_02,recon,bf16,27.47941780090332,0.44918811321258545,0.8825694918632507,0.323632150888443,0.9320626854896545,0.3220377266407013,0.1435154676437378,0.4691650867462158,0.04226957634091377,0.12582556903362274,10,300,False
dog_03,recon,bf16,30.726421356201172,0.3430759906768799,0.943000316619873,0.5852274298667908,0.9671781659126282,0.17019711434841156,0.06180870532989502,0.6410460472106934,0.029085492715239525,0.04772726818919182,10,300,False
bird_03,recon,bf16,36.401214599609375,0.41460633277893066,0.9852921366691589,0.6199779510498047,0.9938372373580933,0.10943062603473663,0.02002716064453125,0.8280819058418274,0.015133164823055267,0.008807182312011719,10,300,True
cat_02,recon,bf16,29.51028823852539,0.3084865212440491,0.9495066404342651,0.3688509464263916,0.9807865023612976,0.22198979556560516,0.03222298622131348,0.6654337644577026,0.033456746488809586,0.06563472747802734,10,300,True
dog_03,recon,bf16,33.31989288330078,0.33642005920410156,0.9823651313781738,0.6035370230674744,0.9921556115150452,0.09861986339092255,0.00937950611114502,0.8443239331245422,0.02157748118042946,0.022082965821027756,10,300,True
bird_03,recon,bf16,34.58149719238281,0.3816942572593689,0.9687992930412292,0.6403615474700928,0.9730291962623596,0.13950157165527344,0.044795334339141846,0.6942818760871887,0.01866031438112259,0.012867292389273643,10,200,False
cat_02,recon,bf16,28.411958694458008,0.35934436321258545,0.91468346118927,0.3452379107475281,0.9540770053863525,0.28460797667503357,0.10492223501205444,0.5357149839401245,0.03796650469303131,0.0950784683227539,10,200,False
dog_03,recon,bf16,32.04191207885742,0.3350796699523926,0.9645332098007202,0.6031973958015442,0.9806786775588989,0.14004287123680115,0.04208099842071533,0.7170541286468506,0.024997755885124207,0.03223482891917229,10,200,False
bird_03,recon,bf16,36.45389938354492,0.36541053652763367,0.9855664968490601,0.6222840547561646,0.9939737915992737,0.10920639336109161,0.01959848403930664,0.8284634351730347,0.015041647478938103,0.008708953857421875,10,200,True
cat_02,recon,bf16,29.521373748779297,0.35934436321258545,0.9496674537658691,0.36936601996421814,0.9810336828231812,0.22077490389347076,0.03491014242172241,0.6653773188591003,0.033414073288440704,0.0653746947646141,10,200,True
dog_03,recon,bf16,33.36021041870117,0.3079197406768799,0.9825660586357117,0.605782687664032,0.9923239946365356,0.09762852638959885,0.008394062519073486,0.8435181975364685,0.021477553993463516,0.021956443786621094,10,200,True
bird_03,recon,bf16,23.611909866333008,0.5859068632125854,0.7030258178710938,0.25106844305992126,0.6904351115226746,0.5254911184310913,0.30467021465301514,0.06859362870454788,0.06597873568534851,0.24045149981975555,20,999,False
cat_02,recon,bf16,21.178653717041016,0.6130361557006836,0.5294759273529053,0.1164136454463005,0.6707380414009094,0.6100864410400391,0.4384705424308777,0.23300646245479584,0.08731063455343246,0.4858481287956238,20,999,False
dog_03,recon,bf16,19.246265411376953,0.6520833373069763,0.6038906574249268,0.3156418204307556,0.7341417670249939,0.5238581895828247,0.29477089643478394,0.08085187524557114,0.10906527936458588,0.46136921644210815,20,999,False
bird_03,recon,bf16,35.56221389770508,0.44446998834609985,0.978047251701355,0.5691826343536377,0.9902091026306152,0.16012175381183624,0.04188072681427002,0.8243290185928345,0.016667919233441353,0.01070404052734375,20,999,True
cat_02,recon,bf16,28.87784194946289,0.37169885635375977,0.9356655478477478,0.33568698167800903,0.9736214876174927,0.2541907727718353,0.043915748596191406,0.6647102236747742,0.03598373383283615,0.08159701526165009,20,999,True
dog_03,recon,bf16,32.40681457519531,0.33521753549575806,0.9758096933364868,0.5609729886054993,0.9885488748550415,0.1307895928621292,0.012263059616088867,0.8497241139411926,0.02396930567920208,0.02934296987950802,20,999,True
bird_03,recon,bf16,32.74020004272461,0.4051317572593689,0.9492396116256714,0.6415444612503052,0.9506369233131409,0.17144834995269775,0.06668853759765625,0.576346218585968,0.023066729307174683,0.02334054373204708,20,500,False
cat_02,recon,bf16,27.20623779296875,0.46481311321258545,0.8779795169830322,0.32268568873405457,0.9301484227180481,0.3262251615524292,0.15219509601593018,0.442834734916687,0.043620143085718155,0.1369037628173828,20,500,False
dog_03,recon,bf16,30.25331687927246,0.3834022879600525,0.9409064054489136,0.5892853140830994,0.9655083417892456,0.16926002502441406,0.0606694221496582,0.5796815752983093,0.030713679268956184,0.05513159558176994,20,500,False
bird_03,recon,bf16,35.41424560546875,0.39898133277893066,0.977020263671875,0.563248872756958,0.9899410009384155,0.16386544704437256,0.039162635803222656,0.8334149122238159,0.016954313963651657,0.011284510605037212,20,500,True
cat_02,recon,bf16,28.929641723632812,0.45700061321258545,0.9371881484985352,0.33718982338905334,0.9743801951408386,0.2543923258781433,0.04196059703826904,0.6678321361541748,0.03576977923512459,0.08016364276409149,20,500,True
dog_03,recon,bf16,32.16075134277344,0.32860755920410156,0.9749460220336914,0.5538495779037476,0.988093376159668,0.140053391456604,0.0131150484085083,0.8511520624160767,0.02465805970132351,0.032087963074445724,20,500,True
bird_03,recon,bf16,34.96122741699219,0.3515471816062927,0.9728878736495972,0.6479159593582153,0.9779134392738342,0.1294952630996704,0.04040670394897461,0.7025352120399475,0.017862070351839066,0.011664709076285362,20,300,False
cat_02,recon,bf16,28.636577606201172,0.3397365212440491,0.9227916598320007,0.35549911856651306,0.9605134129524231,0.2675288915634155,0.09097111225128174,0.5435178279876709,0.03699726238846779,0.08807373046875,20,300,False
dog_03,recon,bf16,32.33204650878906,0.3528416156768799,0.969042956829071,0.6128367781639099,0.9835518002510071,0.1278417408466339,0.03392130136489868,0.7228877544403076,0.024176521226763725,0.0293248500674963,20,300,False
bird_03,recon,bf16,35.620933532714844,0.3857383728027344,0.9789323210716248,0.5763363838195801,0.9911513924598694,0.14919839799404144,0.035207271575927734,0.8335354924201965,0.016555624082684517,0.01065826416015625,20,300,True
cat_02,recon,bf16,29.033061981201172,0.44918811321258545,0.9397025108337402,0.34430575370788574,0.9760221242904663,0.24815520644187927,0.039283692836761475,0.6620181798934937,0.03534639626741409,0.07706674188375473,20,300,True
dog_03,recon,bf16,32.35716247558594,0.3857383728027344,0.9760322570800781,0.5611187219619751,0.9886432886123657,0.13412126898765564,0.013031840324401855,0.8469721078872681,0.024106726050376892,0.03037261962890625,20,300,True
bird_03,recon,bf16,35.78889465332031,0.3406786322593689,0.9801868200302124,0.646384596824646,0.9866810441017151,0.1140802651643753,0.028789520263671875,0.75421142578125,0.016238538548350334,0.00974273681640625,20,200,False
cat_02,recon,bf16,29.141714096069336,0.3241115212440491,0.9371600151062012,0.36595869064331055,0.9706996083259583,0.24398182332515717,0.06309223175048828,0.5912331342697144,0.03490700572729111,0.07462374866008759,20,200,False
dog_03,recon,bf16,33.0251350402832,0.3253140449523926,0.9773299694061279,0.617526113986969,0.988764226436615,0.11061917245388031,0.022713303565979004,0.7717880606651306,0.022322306409478188,0.023955663666129112,20,200,False
bird_03,recon,bf16,35.75135040283203,0.3739277124404907,0.9803589582443237,0.5854035019874573,0.9917209148406982,0.13932068645954132,0.03063333034515381,0.8327683806419373,0.01630888506770134,0.010299365036189556,20,200,True
cat_02,recon,bf16,29.125822067260742,0.3108149766921997,0.9417814612388611,0.3490918278694153,0.97687166929245,0.24407655000686646,0.037723541259765625,0.6627442836761475,0.034970931708812714,0.07473882287740707,20,200,True
dog_03,recon,bf16,32.605228424072266,0.3352634906768799,0.9778573513031006,0.5712147951126099,0.9898278117179871,0.12573032081127167,0.012422442436218262,0.846906304359436,0.023427970707416534,0.028272947296500206,20,200,True
